-2.000000000000000000e+02	3.035720270000000139e-05
-1.920000000000000000e+02	3.421603880000000255e-05
-1.840000000000000000e+02	3.875270570000000076e-05
-1.760000000000000000e+02	4.412157279999999742e-05
-1.680000000000000000e+02	5.052079539999999858e-05
-1.600000000000000000e+02	5.820735990000000006e-05
-1.520000000000000000e+02	6.751826679999999340e-05
-1.440000000000000000e+02	7.890077219999999507e-05
-1.360000000000000000e+02	9.295621880000000501e-05
-1.280000000000000000e+02	1.105045920000000039e-04
-1.200000000000000000e+02	1.326812539999999870e-04
-1.120000000000000000e+02	1.610845760000000071e-04
-1.040000000000000000e+02	1.980056889999999971e-04
-9.600000000000000000e+01	2.467933659999999810e-04
-8.800000000000000000e+01	3.124457170000000160e-04
-8.000000000000000000e+01	4.025894799999999970e-04
-7.200000000000000000e+01	5.291306330000000160e-04
-6.400000000000000000e+01	7.110711659999999559e-04
-5.600000000000000000e+01	9.793095199999999126e-04
-4.800000000000000000e+01	1.384547789999999957e-03
-4.000000000000000000e+01	2.008799999999999822e-03
-3.200000000000000000e+01	2.975357200000000157e-03
-2.400000000000000000e+01	4.428097520000000287e-03
-1.600000000000000000e+01	6.388662730000000366e-03
-8.000000000000000000e+00	8.389405029999999833e-03
0.000000000000000000e+00	9.299999999999999239e-03
8.000000000000000000e+00	8.389405029999999833e-03
1.600000000000000000e+01	6.388662730000000366e-03
2.400000000000000000e+01	4.428097520000000287e-03
3.200000000000000000e+01	2.975357200000000157e-03
4.000000000000000000e+01	2.008799999999999822e-03
4.800000000000000000e+01	1.384547789999999957e-03
5.600000000000000000e+01	9.793095199999999126e-04
6.400000000000000000e+01	7.110711659999999559e-04
7.200000000000000000e+01	5.291306330000000160e-04
8.000000000000000000e+01	4.025894799999999970e-04
8.800000000000000000e+01	3.124457170000000160e-04
9.600000000000000000e+01	2.467933659999999810e-04
1.040000000000000000e+02	1.980056889999999971e-04
1.120000000000000000e+02	1.610845760000000071e-04
1.200000000000000000e+02	1.326812539999999870e-04
1.280000000000000000e+02	1.105045920000000039e-04
1.360000000000000000e+02	9.295621880000000501e-05
1.440000000000000000e+02	7.890077219999999507e-05
1.520000000000000000e+02	6.751826679999999340e-05
1.600000000000000000e+02	5.820735990000000006e-05
1.680000000000000000e+02	5.052079539999999858e-05
1.760000000000000000e+02	4.412157279999999742e-05
1.840000000000000000e+02	3.875270570000000076e-05
1.920000000000000000e+02	3.421603880000000255e-05
2.000000000000000000e+02	3.035720270000000139e-05
