! simple FORMAT
2.000000e+00    2.500000e+00    3.000000e+00    3.500000e+00    -1.070309e+01    0.000000e+00
2.000000e+00    2.500000e+00    3.500000e+00    4.000000e+00    -2.703523e+00    0.000000e+00
2.000000e+00    2.500000e+00    4.000000e+00    4.500000e+00    -1.120879e+00    0.000000e+00
2.000000e+00    2.500000e+00    4.500000e+00    5.000000e+00    -4.748961e-01    0.000000e+00
2.000000e+00    2.500000e+00    5.000000e+00    5.500000e+00    -1.771109e-01    0.000000e+00
2.000000e+00    2.500000e+00    5.500000e+00    6.000000e+00    -1.080799e-01    0.000000e+00
2.000000e+00    2.500000e+00    6.000000e+00    6.500000e+00    -8.296853e-02    0.000000e+00
2.000000e+00    2.500000e+00    6.500000e+00    7.000000e+00    -6.331004e-02    0.000000e+00
2.000000e+00    2.500000e+00    7.000000e+00    7.500000e+00    -4.822180e-02    0.000000e+00
2.000000e+00    2.500000e+00    7.500000e+00    8.000000e+00    -3.737528e-02    0.000000e+00
2.500000e+00    3.000000e+00    3.500000e+00    4.000000e+00    -1.077952e+01    0.000000e+00
2.500000e+00    3.000000e+00    4.000000e+00    4.500000e+00    -2.764384e+00    0.000000e+00
2.500000e+00    3.000000e+00    4.500000e+00    5.000000e+00    -9.869783e-01    0.000000e+00
2.500000e+00    3.000000e+00    5.000000e+00    5.500000e+00    -3.245897e-01    0.000000e+00
2.500000e+00    3.000000e+00    5.500000e+00    6.000000e+00    -1.679588e-01    0.000000e+00
2.500000e+00    3.000000e+00    6.000000e+00    6.500000e+00    -1.181468e-01    0.000000e+00
2.500000e+00    3.000000e+00    6.500000e+00    7.000000e+00    -8.604299e-02    0.000000e+00
2.500000e+00    3.000000e+00    7.000000e+00    7.500000e+00    -6.346873e-02    0.000000e+00
2.500000e+00    3.000000e+00    7.500000e+00    8.000000e+00    -4.797310e-02    0.000000e+00
2.500000e+00    3.000000e+00    8.000000e+00    8.500000e+00    -3.971383e-02    0.000000e+00
3.000000e+00    3.500000e+00    4.000000e+00    4.500000e+00    -1.094056e+01    0.000000e+00
3.000000e+00    3.500000e+00    4.500000e+00    5.000000e+00    -2.554693e+00    0.000000e+00
3.000000e+00    3.500000e+00    5.000000e+00    5.500000e+00    -6.941748e-01    0.000000e+00
3.000000e+00    3.500000e+00    5.500000e+00    6.000000e+00    -2.878830e-01    0.000000e+00
3.000000e+00    3.500000e+00    6.000000e+00    6.500000e+00    -1.776937e-01    0.000000e+00
3.000000e+00    3.500000e+00    6.500000e+00    7.000000e+00    -1.208638e-01    0.000000e+00
3.000000e+00    3.500000e+00    7.000000e+00    7.500000e+00    -8.526125e-02    0.000000e+00
3.000000e+00    3.500000e+00    7.500000e+00    8.000000e+00    -6.233097e-02    0.000000e+00
3.000000e+00    3.500000e+00    8.000000e+00    8.500000e+00    -5.015711e-02    0.000000e+00
3.000000e+00    3.500000e+00    8.500000e+00    9.000000e+00    -4.884114e-02    0.000000e+00
3.500000e+00    4.000000e+00    4.500000e+00    5.000000e+00    -1.068800e+01    0.000000e+00
3.500000e+00    4.000000e+00    5.000000e+00    5.500000e+00    -1.955169e+00    0.000000e+00
3.500000e+00    4.000000e+00    5.500000e+00    6.000000e+00    -5.838725e-01    0.000000e+00
3.500000e+00    4.000000e+00    6.000000e+00    6.500000e+00    -2.903984e-01    0.000000e+00
3.500000e+00    4.000000e+00    6.500000e+00    7.000000e+00    -1.766868e-01    0.000000e+00
3.500000e+00    4.000000e+00    7.000000e+00    7.500000e+00    -1.163711e-01    0.000000e+00
3.500000e+00    4.000000e+00    7.500000e+00    8.000000e+00    -8.104672e-02    0.000000e+00
3.500000e+00    4.000000e+00    8.000000e+00    8.500000e+00    -6.271277e-02    0.000000e+00
3.500000e+00    4.000000e+00    8.500000e+00    9.000000e+00    -5.937957e-02    0.000000e+00
3.500000e+00    4.000000e+00    9.000000e+00    9.500000e+00    -5.162476e-02    0.000000e+00
4.000000e+00    4.500000e+00    5.000000e+00    5.500000e+00    -9.680143e+00    0.000000e+00
4.000000e+00    4.500000e+00    5.500000e+00    6.000000e+00    -1.717332e+00    0.000000e+00
4.000000e+00    4.500000e+00    6.000000e+00    6.500000e+00    -5.827356e-01    0.000000e+00
4.000000e+00    4.500000e+00    6.500000e+00    7.000000e+00    -2.857249e-01    0.000000e+00
4.000000e+00    4.500000e+00    7.000000e+00    7.500000e+00    -1.650211e-01    0.000000e+00
4.000000e+00    4.500000e+00    7.500000e+00    8.000000e+00    -1.049942e-01    0.000000e+00
4.000000e+00    4.500000e+00    8.000000e+00    8.500000e+00    -7.570358e-02    0.000000e+00
4.000000e+00    4.500000e+00    8.500000e+00    9.000000e+00    -6.818949e-02    0.000000e+00
4.000000e+00    4.500000e+00    9.000000e+00    9.500000e+00    -5.801277e-02    0.000000e+00
4.000000e+00    4.500000e+00    9.500000e+00    1.000000e+01    -3.864215e-02    0.000000e+00
4.500000e+00    5.000000e+00    5.500000e+00    6.000000e+00    -9.678834e+00    0.000000e+00
4.500000e+00    5.000000e+00    6.000000e+00    6.500000e+00    -1.952568e+00    0.000000e+00
4.500000e+00    5.000000e+00    6.500000e+00    7.000000e+00    -6.902148e-01    0.000000e+00
4.500000e+00    5.000000e+00    7.000000e+00    7.500000e+00    -3.194739e-01    0.000000e+00
4.500000e+00    5.000000e+00    7.500000e+00    8.000000e+00    -1.715616e-01    0.000000e+00
4.500000e+00    5.000000e+00    8.000000e+00    8.500000e+00    -1.067460e-01    0.000000e+00
4.500000e+00    5.000000e+00    8.500000e+00    9.000000e+00    -8.563447e-02    0.000000e+00
4.500000e+00    5.000000e+00    9.000000e+00    9.500000e+00    -6.916487e-02    0.000000e+00
4.500000e+00    5.000000e+00    9.500000e+00    1.000000e+01    -4.436881e-02    0.000000e+00
4.500000e+00    5.000000e+00    1.000000e+01    1.050000e+01    -2.927970e-02    0.000000e+00
5.000000e+00    5.500000e+00    6.000000e+00    6.500000e+00    -1.068137e+01    0.000000e+00
5.000000e+00    5.500000e+00    6.500000e+00    7.000000e+00    -2.544883e+00    0.000000e+00
5.000000e+00    5.500000e+00    7.000000e+00    7.500000e+00    -9.741130e-01    0.000000e+00
5.000000e+00    5.500000e+00    7.500000e+00    8.000000e+00    -4.604254e-01    0.000000e+00
5.000000e+00    5.500000e+00    8.000000e+00    8.500000e+00    -2.549939e-01    0.000000e+00
5.000000e+00    5.500000e+00    8.500000e+00    9.000000e+00    -1.840380e-01    0.000000e+00
5.000000e+00    5.500000e+00    9.000000e+00    9.500000e+00    -1.409518e-01    0.000000e+00
5.000000e+00    5.500000e+00    9.500000e+00    1.000000e+01    -8.696712e-02    0.000000e+00
5.000000e+00    5.500000e+00    1.000000e+01    1.050000e+01    -5.466605e-02    0.000000e+00
5.000000e+00    5.500000e+00    1.050000e+01    1.100000e+01    -3.838809e-02    0.000000e+00
