DATE	TIMEHM	TIMESEC	LATD	LATM	LONGD	LONGM	DEPTH	MAG
80723	0627	20.74	21	3.12	48	31.17	0.30	0.0
80723	0850	24.63	21	2.77	48	31.07	0.24	0.0
80731	0009	54.76	21	2.47	48	30.91	0.14	0.0
80731	0023	56.43	21	2.45	48	30.70	0.21	0.0
80731	0042	25.02	21	2.36	48	30.81	0.16	0.0
80731	0055	22.00	21	2.42	48	31.12	0.11	0.0
80731	0133	24.99	21	2.34	48	30.86	0.13	0.0
80731	1136	23.29	21	3.26	48	30.37	1.30	0.0
80731	1224	35.27	21	2.70	48	30.80	1.32	0.0
80731	1225	47.46	21	2.85	48	30.04	1.04	0.0
80731	1326	43.80	21	2.23	48	30.98	0.30	0.0
80731	1818	53.25	21	3.27	48	30.29	1.38	0.0
80731	1820	2.60	21	3.42	48	30.57	0.15	0.0
80731	1823	32.09	21	3.61	48	30.03	0.30	0.0
80731	1826	8.34	21	3.29	48	29.97	1.24	0.0
80731	1846	19.09	21	3.26	48	30.38	1.01	0.0
80731	1853	50.50	21	3.21	48	30.47	0.87	0.0
80731	1855	4.71	21	3.25	48	30.54	1.18	0.0
80731	1913	38.89	21	3.21	48	30.46	0.30	0.0
80731	1929	32.57	21	3.24	48	30.34	0.30	0.0
80731	1948	28.15	21	2.31	48	30.98	0.12	0.0
80731	2028	46.17	21	2.54	48	31.00	0.14	0.0
80731	2030	5.48	21	2.39	48	31.04	0.13	0.0
80731	2043	19.02	21	2.55	48	30.85	0.15	0.0
80731	2105	20.64	21	3.35	48	30.16	0.01	0.0
80731	2132	24.59	21	3.24	48	30.18	0.13	0.0
80731	2141	50.16	21	3.47	48	30.46	0.30	0.0
80731	2148	13.56	21	2.28	48	30.62	0.14	0.0
80731	2153	21.01	21	3.34	48	30.59	1.21	0.0
80731	2210	12.79	21	2.42	48	30.78	0.13	0.0
80731	2234	50.45	21	2.29	48	31.18	0.14	0.0
80731	2237	8.95	21	3.23	48	30.30	0.74	0.0
80801	0001	15.45	21	2.74	48	31.04	0.14	0.0
80801	0014	20.49	21	2.81	48	30.88	0.30	0.0
80801	0034	26.34	21	3.42	48	29.96	0.15	0.0
80801	0127	24.25	21	3.43	48	30.28	0.14	0.0
80801	0156	38.75	21	3.13	48	30.53	0.50	0.0
80801	0159	23.36	21	3.35	48	30.33	0.44	0.0
80801	0240	6.72	21	2.23	48	30.55	0.17	0.0
80801	0255	23.66	21	2.40	48	31.16	0.30	0.0
80801	0308	19.05	21	2.30	48	31.23	0.14	0.0
80801	0320	1.19	21	2.31	48	30.97	0.11	0.0
80801	0322	28.42	21	2.29	48	30.46	0.20	0.0
80801	0348	40.20	21	2.34	48	31.09	0.17	0.0
80801	0407	47.23	21	3.36	48	30.28	0.35	0.0
80801	0439	32.71	21	2.36	48	30.81	0.21	0.0
80801	0447	14.58	21	2.36	48	30.78	0.15	0.0
80801	0453	3.40	21	2.54	48	30.86	0.11	0.0
80801	0458	48.18	21	3.19	48	30.53	0.65	0.0
80801	0503	6.59	21	3.36	48	29.89	1.19	0.0
80801	0505	15.88	21	3.44	48	30.50	0.14	0.0
80801	0549	11.42	21	3.68	48	30.41	0.13	0.0
80801	0618	14.73	21	3.33	48	30.77	0.15	0.0
80801	0631	34.56	21	3.38	48	30.57	0.30	0.0
80801	0706	19.40	21	2.57	48	31.32	0.15	0.0
80801	0717	2.51	21	3.29	48	30.65	1.10	0.0
80801	0722	51.68	21	3.36	48	30.29	0.92	0.0
80801	0807	7.86	21	3.31	48	30.78	0.01	0.0
80801	0852	31.11	21	2.21	48	30.74	0.14	0.0
80801	0931	16.17	21	2.56	48	31.18	0.15	0.0
80801	0944	3.65	21	2.32	48	30.79	0.11	0.0
80801	1006	17.25	21	3.62	48	29.82	0.18	0.0
80801	1018	21.55	21	3.15	48	30.70	0.01	0.0
80801	1133	50.74	21	3.70	48	29.24	0.30	0.0
80801	1301	25.88	21	2.28	48	30.88	0.49	0.0
80801	1348	8.09	21	3.11	48	30.56	0.13	0.0
80801	1411	0.63	21	3.09	48	30.52	0.14	0.0
80801	1625	30.76	21	2.80	48	30.80	0.92	0.0
80801	1627	9.62	21	3.00	48	30.68	0.89	0.0
80801	1628	12.30	21	3.08	48	30.69	0.02	0.0
80801	1709	5.80	21	2.33	48	30.80	0.10	0.0
80801	1732	6.10	21	2.18	48	30.69	0.14	0.0
80801	1802	11.90	21	3.67	48	30.60	0.03	0.0
80801	1853	39.08	21	2.24	48	30.88	0.30	0.0
80801	1856	53.04	21	2.41	48	30.59	0.30	0.0
80801	2028	15.51	21	2.50	48	30.70	0.14	0.0
80801	2215	36.00	21	2.44	48	31.01	0.15	0.0
80801	2255	13.07	21	2.33	48	31.23	0.15	0.0
80802	0023	10.55	21	3.10	48	30.81	0.13	0.0
80802	0204	4.81	21	3.50	48	30.06	1.17	0.0
80802	0421	45.43	21	3.12	48	30.21	0.30	0.0
80802	0542	2.87	21	2.51	48	31.11	0.30	0.0
80802	1023	8.70	21	2.34	48	31.13	0.30	0.0
80802	1050	11.73	21	2.46	48	31.04	0.13	0.0
80802	1500	46.96	21	3.08	48	29.90	0.20	0.0
80802	2144	33.37	21	3.14	48	30.89	0.21	0.0
80803	0227	2.61	21	2.91	48	30.58	0.88	0.0
80803	0228	19.08	21	2.92	48	30.35	1.03	0.0
80803	0229	40.39	21	2.36	48	30.69	0.14	0.0
80803	0259	7.16	21	2.94	48	30.48	0.30	0.0
80803	0445	2.80	21	2.44	48	30.72	0.13	0.0
80803	0446	35.79	21	2.10	48	30.84	0.30	0.0
80803	0522	1.15	21	2.37	48	30.69	0.15	0.0
80803	0714	42.16	21	2.46	48	30.64	0.14	0.0
80803	0734	15.72	21	2.24	48	30.93	0.30	0.0
80803	0743	6.14	21	2.35	48	30.92	0.11	0.0
80803	0824	1.65	21	2.32	48	30.83	0.15	0.0
80803	1139	42.80	21	3.01	48	30.84	0.15	0.0
80803	1621	44.93	21	3.65	48	29.96	0.21	0.0
80803	2231	12.26	21	2.28	48	30.99	0.11	0.0
80804	0053	2.76	21	2.56	48	31.06	0.15	0.0
80804	0626	35.50	21	2.33	48	30.97	0.11	0.0
80804	0800	25.69	21	3.61	48	30.38	0.30	0.0
80804	1608	38.10	21	2.28	48	30.98	0.12	0.0
80804	1621	6.24	21	2.35	48	31.00	0.30	0.0
80804	1641	0.07	21	2.80	48	30.95	0.01	0.0
80804	2352	41.70	21	3.00	48	31.00	0.21	0.0
80805	0037	12.00	21	2.66	48	30.99	0.16	0.0
80805	0328	5.69	21	2.76	48	30.96	0.30	0.0
80805	0851	46.90	21	2.42	48	30.99	0.30	0.0
80805	1410	32.89	21	2.26	48	30.62	0.12	0.0
80806	0637	22.83	21	2.42	48	30.89	0.12	0.0
80806	0706	18.67	21	2.74	48	30.84	0.20	0.0
80806	1525	28.55	21	2.37	48	30.80	0.13	0.0
80806	1838	21.68	21	2.90	48	30.74	0.30	0.0
80806	2224	28.30	21	2.43	48	30.71	0.17	0.0
80807	1643	18.79	21	2.48	48	30.83	0.30	0.0
80808	0233	32.17	21	2.29	48	31.14	0.11	0.0
80809	0430	56.79	21	2.40	48	30.89	0.12	0.0
80809	0434	3.91	21	2.36	48	30.79	0.30	0.0
80809	0527	12.18	21	2.37	48	30.91	0.15	0.0
80809	0656	6.95	21	1.89	48	30.88	0.30	0.0
80809	0730	57.29	21	2.63	48	30.63	0.30	0.0
80809	0733	4.48	21	2.47	48	30.75	0.14	0.0
80810	2141	21.85	21	2.38	48	30.78	0.16	0.0
80813	0640	4.27	21	2.34	48	30.55	0.14	0.0
80813	0640	4.26	21	2.35	48	30.64	0.13	0.0
80819	0106	34.14	21	3.55	48	30.43	0.30	0.0
80824	2155	10.55	21	2.15	48	31.33	0.13	0.0
80830	1032	27.84	21	4.18	48	35.37	0.30	0.0
80830	1034	27.53	21	5.22	48	33.33	0.11	0.0
80830	1036	39.43	21	1.12	48	25.78	0.30	0.0
80830	1138	6.91	21	3.04	48	34.85	0.07	0.0
80830	1546	21.59	21	12.78	48	29.93	0.15	0.0
80830	1549	46.56	21	2.76	48	33.33	0.06	0.0
80830	1552	24.55	21	8.80	48	30.76	0.02	0.0
80908	2301	26.02	21	2.44	48	30.93	0.15	0.0
80910	2321	23.82	21	2.49	48	30.91	0.15	0.0
80911	0140	10.37	21	2.49	48	30.91	0.30	0.0
80912	2337	9.65	21	2.49	48	30.91	0.16	0.0
80914	0940	58.32	21	1.90	48	28.89	0.06	0.0
80914	1118	10.84	21	2.29	48	35.96	0.04	0.0
80914	2218	32.51	21	2.62	48	30.94	0.97	0.0
80914	2228	58.88	21	2.62	48	30.94	0.11	0.0
80915	1502	46.58	21	2.27	48	31.04	0.12	0.0
80916	2216	6.96	21	2.43	48	30.96	0.14	0.0
80919	2048	11.73	21	3.78	48	30.89	0.30	0.0
80919	2052	40.68	21	8.33	48	31.41	0.30	0.0
80919	2109	55.29	20	59.81	48	28.82	0.02	0.0
80923	0308	49.37	21	2.34	48	30.97	0.17	0.0
81001	2324	14.66	21	2.27	48	30.91	0.30	0.0
81017	0239	44.70	21	3.36	48	30.68	0.17	0.0
81019	1827	14.94	21	2.51	48	32.00	0.06	0.0
81023	0129	20.78	21	3.62	48	30.66	0.19	0.0
81104	0753	7.39	21	3.07	48	30.49	0.13	0.0
81104	0800	13.02	21	3.17	48	30.59	0.09	0.0
81108	0957	42.83	21	2.28	48	30.96	0.13	0.0
81108	1615	43.06	21	2.16	48	30.94	0.21	0.0
81108	1657	2.15	21	2.49	48	30.83	0.85	0.0
81108	1659	55.97	21	2.69	48	30.83	0.40	0.0
81108	1753	34.68	21	2.59	48	30.89	0.27	0.0
81108	1936	26.74	21	2.54	48	30.79	0.86	0.0
81109	0721	43.44	21	2.35	48	30.76	0.15	0.0
81110	2129	48.20	21	2.21	48	33.75	0.30	0.0
81110	2153	56.20	21	2.51	48	33.99	0.13	0.0
81110	2303	34.28	21	2.50	48	34.05	0.15	0.0
81110	2306	25.38	21	2.47	48	34.02	0.14	0.0
81110	2323	19.41	21	2.45	48	34.05	0.16	0.0
81110	2332	5.67	21	2.40	48	34.02	0.16	0.0
81110	2348	17.26	21	2.40	48	34.24	0.22	0.0
81111	0112	44.55	21	2.49	48	33.98	0.15	0.0
81114	0055	26.14	20	58.37	48	33.15	0.18	0.0
81122	2347	23.73	20	57.65	48	25.38	0.30	0.0
81220	1143	49.19	21	2.42	48	31.38	0.06	0.0
90102	1929	38.28	20	59.48	48	41.62	8.29	0.0
90103	1504	51.26	21	3.30	48	31.10	0.30	0.0
90114	2027	14.10	21	2.30	48	30.79	0.13	0.0
90207	0051	11.34	20	60.00	48	30.78	0.12	0.0
90207	0057	14.92	21	2.19	48	29.53	0.17	0.0
90207	0101	27.60	21	0.59	48	25.94	0.30	0.0
90207	0244	26.43	21	2.56	48	34.21	0.14	0.0
90207	0247	11.56	20	59.39	48	29.31	1.94	0.0
90210	0030	10.06	21	3.84	48	28.51	0.02	0.0
90218	0003	19.03	21	2.21	48	31.27	0.30	0.0
90226	0737	26.76	21	1.76	48	30.99	0.30	0.0
90227	1530	57.59	21	1.82	48	30.90	0.30	0.0
90311	0428	23.69	21	2.94	48	29.59	0.30	0.0
90315	0358	23.36	21	2.26	48	31.01	0.13	0.0
90315	1102	39.98	21	2.42	48	30.98	0.51	0.0
90315	1400	52.06	21	2.25	48	31.00	0.31	0.0
90320	0745	8.43	21	3.18	48	30.20	1.25	0.0
90322	0603	25.41	21	2.52	48	31.07	0.11	0.0
90323	0028	7.80	21	2.25	48	31.12	0.14	0.0
90323	0048	54.18	21	3.33	48	30.02	1.16	0.0
90323	0445	27.05	21	2.83	48	30.53	1.63	0.0
90328	2150	44.80	21	2.04	48	31.30	0.21	0.0
90329	1050	3.41	21	2.36	48	31.07	1.70	0.0
90408	0850	7.50	21	2.48	48	30.71	1.71	0.0
90412	0741	36.33	20	58.02	48	14.05	22.96	0.0
90417	0504	55.43	21	2.18	48	30.89	0.70	0.0
90418	2041	18.36	21	2.32	48	30.86	0.16	0.0
90427	1406	32.32	21	2.39	48	31.17	0.21	0.0
90508	0547	21.17	21	2.56	48	31.20	0.13	0.0
90514	1401	52.88	21	2.34	48	31.05	0.99	0.0
90522	0012	37.86	21	3.44	48	30.17	1.06	0.0
90522	0021	59.42	21	2.48	48	31.50	0.16	0.0
90522	0603	32.58	21	2.56	48	31.39	0.15	0.0
90522	1301	17.89	21	2.54	48	31.29	0.12	0.0
90523	0638	32.82	21	2.43	48	30.98	0.16	0.0
90525	2002	24.98	21	4.21	48	28.75	2.16	0.0
90529	2042	40.00	21	2.52	48	31.15	0.15	0.0
90530	0035	45.12	21	2.89	48	31.62	0.30	0.0
90530	0502	59.90	21	2.91	48	30.62	1.53	0.0
90530	1311	57.83	21	3.09	48	30.49	1.53	0.0
90601	0401	6.27	21	2.58	48	31.17	0.15	0.0
90607	0352	50.35	21	4.57	48	30.37	0.00	0.0
90607	1001	21.47	21	3.05	48	30.52	1.50	0.0
90608	0352	45.24	21	2.79	48	30.69	1.21	0.0
90608	0354	25.18	21	3.02	48	30.49	1.50	0.0
90608	0817	37.86	21	2.86	48	30.77	0.14	0.0
90613	1424	49.10	21	3.01	48	30.92	1.62	0.0
90613	1837	18.88	21	2.54	48	31.23	0.16	0.0
90613	1910	50.14	21	3.20	48	30.59	0.06	0.0
90613	2008	28.35	21	2.99	48	30.66	1.28	0.0
90613	2137	2.24	21	3.12	48	30.57	0.90	0.0
90613	2217	35.81	21	3.03	48	30.54	1.68	0.0
90613	2248	37.63	21	2.48	48	31.14	0.16	0.0
90614	0101	46.55	21	2.55	48	31.27	0.14	0.0
90614	0931	58.19	21	2.68	48	30.97	1.31	0.0
90614	1009	17.76	21	3.09	48	30.65	0.19	0.0
90614	1149	5.43	21	2.41	48	31.31	0.12	0.0
90614	1327	51.86	21	2.93	48	30.55	0.14	0.0
90614	1816	14.77	21	3.02	48	30.58	1.52	0.0
90614	2037	36.05	21	2.91	48	30.64	1.22	0.0
90614	2058	21.73	21	2.87	48	30.59	1.47	0.0
90614	2212	26.87	21	2.55	48	31.15	0.13	0.0
90615	0344	24.28	21	3.05	48	30.49	1.34	0.0
90615	0409	56.03	21	3.20	48	30.29	1.25	0.0
90615	0411	42.96	21	3.37	48	30.79	1.18	0.0
90615	0456	23.34	21	2.45	48	31.11	0.46	0.0
90615	0733	30.31	21	2.51	48	31.21	0.11	0.0
90615	0930	17.18	21	2.48	48	31.13	0.21	0.0
90615	1940	48.98	21	2.52	48	31.40	0.12	0.0
90617	0010	13.50	21	2.53	48	31.24	0.19	0.0
90617	0411	49.13	21	2.87	48	30.80	1.06	0.0
90617	0440	5.74	21	3.18	48	30.38	1.36	0.0
90617	0442	16.31	21	3.28	48	30.32	1.53	0.0
90617	1146	7.38	21	2.48	48	31.22	0.16	0.0
90617	1248	2.10	21	2.74	48	30.81	0.96	0.0
90617	1250	41.30	21	2.66	48	30.87	0.90	0.0
90617	1639	17.59	21	3.02	48	30.78	1.49	0.0
90617	2212	41.32	21	2.50	48	31.53	0.21	0.0
90618	0242	37.42	21	2.44	48	31.30	0.19	0.0
90625	1527	57.51	21	2.36	48	30.85	0.11	0.0
90627	0258	47.13	21	2.49	48	31.25	0.15	0.0
90627	0449	19.79	21	2.52	48	31.24	0.15	0.0
90627	0529	54.30	21	2.46	48	31.27	0.14	0.0
90629	0736	52.37	21	2.27	48	30.94	0.14	0.0
90629	0736	52.35	21	2.29	48	30.92	0.14	0.0
90724	0100	34.29	21	2.56	48	30.81	0.22	0.0
90726	2117	52.78	21	4.23	48	32.29	1.40	0.0
90813	0029	0.03	21	2.63	48	30.84	0.13	0.0
90815	1857	9.81	21	2.64	48	30.88	0.30	0.0
90817	1533	58.22	21	2.73	48	31.02	0.20	0.0
90818	0949	37.66	21	2.59	48	30.96	0.11	0.0
90828	1222	25.92	21	2.44	48	30.95	0.20	0.0
90830	2137	18.51	21	2.61	48	30.78	0.11	0.0
91022	0557	41.40	21	3.98	48	34.87	0.10	0.0
91104	2052	21.72	21	3.21	48	30.72	0.51	0.0
91123	1910	57.05	21	3.51	48	31.53	0.20	0.0
91212	0316	1.90	21	3.77	48	31.84	0.08	0.0
91214	1437	26.52	21	2.72	48	34.36	0.13	0.0
91221	2329	22.78	21	2.53	48	33.67	0.20	0.0
91227	0608	39.85	21	3.33	48	30.54	0.16	0.0
91228	0513	3.38	21	3.44	48	30.41	0.30	0.0
91228	1419	50.04	21	3.08	48	30.62	0.14	0.0
91228	2143	57.60	21	3.35	48	30.54	0.30	0.0
91229	0317	5.93	21	3.37	48	30.38	0.14	0.0
91229	0445	27.47	21	3.30	48	30.52	0.15	0.0
91229	0446	39.37	21	3.42	48	30.33	0.65	0.0
91229	2129	52.79	21	3.14	48	30.43	0.76	0.0
91230	0638	5.41	21	3.41	48	30.36	0.60	0.0
91230	2116	45.67	21	3.63	48	30.41	0.14	0.0
91230	2213	35.56	21	3.47	48	30.42	0.57	0.0
91230	2315	39.99	21	3.69	48	30.34	0.16	0.0
91230	2327	2.26	21	3.55	48	30.53	0.13	0.0
91231	0050	25.23	21	3.36	48	30.49	0.53	0.0
91231	0116	45.04	21	3.56	48	30.37	0.63	0.0
91231	0119	3.97	21	3.55	48	30.38	0.48	0.0
91231	0544	36.09	21	3.60	48	30.16	0.13	0.0
91231	0546	43.79	21	3.29	48	30.61	0.60	0.0
91231	0548	6.65	21	3.59	48	30.11	0.12	0.0
91231	0552	47.03	21	3.64	48	30.38	0.12	0.0
91231	0617	1.65	21	3.58	48	30.25	0.11	0.0
91231	0839	53.47	21	2.70	48	29.80	0.11	0.0
91231	1846	22.76	21	3.58	48	30.50	0.16	0.0
100101	0040	13.30	21	3.60	48	30.80	0.30	0.0
100101	0347	28.42	21	3.45	48	30.53	0.64	0.0
100101	0446	58.92	21	3.16	48	30.61	0.14	0.0
100101	1039	21.03	21	3.46	48	30.58	0.07	0.0
100101	1204	1.74	21	3.69	48	30.48	0.14	0.0
100101	1207	34.22	21	3.59	48	30.12	0.65	0.0
100101	1703	55.17	21	3.24	48	30.55	0.16	0.0
100101	1731	49.23	21	3.38	48	30.40	0.55	0.0
100101	2141	28.92	21	3.65	48	30.24	0.13	0.0
100102	1611	32.88	21	3.68	48	30.45	0.48	0.0
100103	2029	31.59	21	3.66	48	30.22	0.64	0.0
100104	0153	55.96	21	2.69	48	31.06	0.13	0.0
100104	0551	5.26	21	3.56	48	30.40	0.22	0.0
100105	1002	36.06	21	2.51	48	31.14	0.20	0.0
100106	0749	39.71	21	2.59	48	30.98	1.57	0.0
100106	2210	28.80	21	2.63	48	31.20	1.64	0.0
100107	0338	42.19	21	2.54	48	31.06	1.54	0.0
100107	0930	49.45	21	5.40	48	31.84	0.23	0.0
100107	1734	40.06	21	3.61	48	30.28	0.31	0.0
100109	0520	54.02	21	2.68	48	30.99	1.06	0.0
100110	1859	53.49	21	2.58	48	31.03	0.30	0.0
100111	1855	9.04	21	2.46	48	31.16	0.12	0.0
100114	0154	19.70	21	2.50	48	31.09	2.05	0.0
100115	1103	50.41	21	2.53	48	30.90	0.14	0.0
100116	0013	43.50	21	3.65	48	30.15	1.57	0.0
100119	2032	47.73	21	3.28	48	30.11	0.12	0.0
100124	0033	22.94	21	2.38	48	31.22	0.15	0.0
100126	1641	8.99	21	2.38	48	31.04	0.14	0.0
100203	0051	21.47	21	2.18	48	31.25	0.30	0.0
100207	2128	24.96	21	2.51	48	30.99	0.16	0.0
100208	1901	14.35	21	2.58	48	30.85	0.20	0.0
100211	0106	29.96	21	2.07	48	31.19	0.14	0.0
100223	2101	2.44	21	2.58	48	30.80	1.17	0.0
100312	0824	36.62	21	2.72	48	30.80	1.91	0.0
100314	0448	27.18	21	2.48	48	30.84	0.30	0.0
100316	0641	3.84	21	2.44	48	30.74	0.38	0.0
100316	0651	48.68	21	2.34	48	30.87	0.11	0.0
100316	0701	21.71	21	4.01	48	29.80	0.83	0.0
100317	0125	22.89	21	2.68	48	31.02	0.30	0.0
100317	0147	57.11	21	2.67	48	30.84	0.61	0.0
100317	0150	5.62	21	2.72	48	30.87	0.10	0.0
100317	0431	17.39	21	2.72	48	30.76	1.07	0.0
100317	1411	49.20	21	2.58	48	30.92	0.73	0.0
100317	1421	39.13	21	5.04	48	32.71	0.30	0.0
100318	2258	28.87	21	2.66	48	31.10	0.11	0.0
100320	0217	15.25	21	2.78	48	30.86	0.06	0.0
100321	0044	1.28	21	2.85	48	31.21	1.01	0.0
100321	0346	12.65	21	3.42	48	30.69	2.17	0.0
100321	1120	29.06	21	2.97	48	30.59	1.32	0.0
100322	0336	7.98	21	2.72	48	30.80	0.09	0.0
100322	1014	20.03	21	3.02	48	30.55	1.69	0.0
100323	0924	49.69	21	2.98	48	30.77	0.51	0.0
100323	0948	19.31	21	3.05	48	30.81	0.20	0.0
100323	2211	32.43	21	2.89	48	30.74	0.99	0.0
100324	0021	59.11	21	2.93	48	30.83	0.15	0.0
100324	0353	22.08	21	2.87	48	30.94	0.08	0.0
100324	0425	32.39	21	3.02	48	30.87	0.30	0.0
100324	0427	19.69	21	2.50	48	30.40	0.12	0.0
100324	0623	20.86	21	2.86	48	30.91	0.69	0.0
100324	0819	6.86	21	2.99	48	30.81	0.14	0.0
100324	1205	1.31	21	3.17	48	30.77	1.36	0.0
100324	1213	11.67	21	3.04	48	30.79	1.04	0.0
100324	1221	18.65	21	3.23	48	30.59	1.64	0.0
100324	1328	52.37	21	3.11	48	30.75	1.24	0.0
100325	0733	58.36	21	3.11	48	30.59	1.29	0.0
100325	2102	20.50	21	3.12	48	30.77	0.86	0.0
100325	2103	37.23	21	3.58	48	30.51	0.68	0.0
100325	2114	43.61	21	3.08	48	30.79	0.21	0.0
100325	2146	51.19	21	3.03	48	30.82	0.19	0.0
100325	2213	45.00	21	3.08	48	30.47	1.50	0.0
100325	2219	41.32	21	2.95	48	30.66	1.09	0.0
100325	2229	23.49	21	3.04	48	30.75	0.11	0.0
100325	2230	44.81	21	2.97	48	30.79	0.17	0.0
100325	2302	50.44	21	3.15	48	30.68	0.49	0.0
100326	0024	25.58	21	3.13	48	30.75	0.30	0.0
100326	0028	17.47	21	3.11	48	30.81	0.19	0.0
100326	0109	35.18	21	2.98	48	30.96	0.14	0.0
100326	0130	57.62	21	2.91	48	30.96	0.13	0.0
100326	0426	20.35	21	2.87	48	30.80	0.15	0.0
100326	0452	59.50	21	4.02	48	30.31	0.30	0.0
100326	0614	25.32	21	2.93	48	30.76	0.73	0.0
100326	1530	49.58	21	2.94	48	31.00	0.12	0.0
100326	1729	19.09	21	2.97	48	30.93	0.13	0.0
100327	0012	13.01	21	3.34	48	30.76	0.13	0.0
100327	0018	29.85	21	2.96	48	30.75	0.30	0.0
100329	1019	22.56	21	3.63	48	31.23	0.08	0.0
100329	1100	58.27	21	3.28	48	31.02	0.15	0.0
100329	2011	26.90	21	3.50	48	30.58	0.30	0.0
100331	0636	57.09	21	3.06	48	30.90	0.07	0.0
100331	0729	19.44	21	3.38	48	30.92	0.30	0.0
100331	2152	39.78	21	2.94	48	30.79	0.87	0.0
100402	0311	10.04	21	3.26	48	30.64	0.30	0.0
100402	0323	1.26	21	3.10	48	30.63	0.30	0.0
100402	0532	39.51	21	3.10	48	30.64	0.09	0.0
100408	0111	42.71	21	3.23	48	30.43	0.93	0.0
100408	1834	4.65	21	3.52	48	30.52	0.44	0.0
100408	2130	21.51	21	3.45	48	30.86	0.16	0.0
100409	2016	5.14	21	1.39	48	34.62	0.22	0.0
