DATE	TIMEHM	TIMESEC	LATD	LATM	LONGD	LONGM	DEPTH	MAG
50310	0123	29.22	21	3.88	48	30.42	0.54	0.0
50310	0751	9.48	21	3.95	48	30.30	0.44	0.0
50310	0928	26.26	21	3.96	48	30.45	0.50	0.0
50310	2032	22.27	21	3.88	48	30.41	0.43	0.0
50310	2226	29.97	21	3.87	48	30.22	0.12	0.0
50310	2234	14.97	21	3.87	48	30.21	0.29	0.0
50310	2338	13.28	21	3.74	48	30.40	0.51	0.0
50311	0514	9.20	21	3.93	48	30.12	0.92	0.0
50311	0538	26.17	21	3.73	48	30.30	0.51	0.0
50311	0539	15.31	21	3.32	48	29.82	0.30	0.0
50311	0539	21.98	21	3.68	48	29.70	0.13	0.0
50311	0539	26.43	21	3.83	48	29.89	0.16	0.0
50311	0540	5.38	21	4.65	48	30.34	1.66	0.0
50311	0541	10.09	21	3.77	48	30.05	0.65	0.0
50311	0541	31.83	21	3.73	48	30.12	0.60	0.0
50311	0542	30.29	21	3.86	48	30.08	0.58	0.0
50311	0544	47.90	21	3.50	48	30.14	0.30	0.0
50311	0552	43.61	21	3.75	48	30.23	0.44	0.0
50311	0552	50.15	21	3.78	48	30.36	0.67	0.0
50311	0552	58.55	21	3.99	48	30.14	0.56	0.0
50311	0602	41.93	21	3.59	48	30.12	0.71	0.0
50311	0604	12.19	21	3.52	48	30.42	0.29	0.0
50311	0605	33.13	21	3.93	48	30.11	0.75	0.0
50311	0605	44.45	21	3.87	48	30.21	1.04	0.0
50311	0627	1.63	21	3.50	48	30.26	0.55	0.0
50311	0628	1.09	21	3.77	48	30.13	0.74	0.0
50311	0631	34.90	21	3.78	48	30.30	0.63	0.0
50311	0632	47.05	21	3.77	48	30.47	0.72	0.0
50311	0640	16.22	21	3.81	48	30.17	1.01	0.0
50311	0701	28.70	21	3.96	48	30.08	0.64	0.0
50311	0721	5.66	21	3.85	48	30.05	0.06	0.0
50311	0857	30.11	21	3.74	48	29.98	0.29	0.0
50311	0913	2.97	21	3.93	48	30.33	0.88	0.0
50311	0916	38.71	21	3.70	48	30.29	0.73	0.0
50311	0921	21.90	21	3.67	48	30.31	0.55	0.0
50311	0922	1.60	21	3.60	48	30.18	0.56	0.0
50311	0925	2.62	21	3.99	48	30.13	0.47	0.0
50311	0933	27.64	21	3.82	48	29.93	0.19	0.0
50311	0939	49.03	21	3.95	48	29.94	0.07	0.0
50311	0940	49.70	21	4.03	48	30.05	0.01	0.0
50311	0941	13.37	21	3.72	48	29.99	0.30	0.0
50311	0947	55.30	21	3.82	48	30.34	0.64	0.0
50311	0954	56.87	21	3.78	48	30.20	0.54	0.0
50311	0958	34.77	21	3.98	48	29.97	0.30	0.0
50311	1008	43.56	21	3.94	48	30.21	0.78	0.0
50311	1029	45.00	21	3.67	48	30.18	0.60	0.0
50311	1047	43.44	21	4.02	48	29.77	0.23	0.0
50311	1103	30.43	21	4.05	48	30.09	0.11	0.0
50311	1119	47.32	21	3.69	48	30.22	0.83	0.0
50311	1131	27.87	21	3.61	48	30.25	0.82	0.0
50311	1133	1.10	21	3.72	48	30.21	0.80	0.0
50311	1403	42.41	21	3.58	48	30.47	0.58	0.0
50311	1541	13.08	21	3.97	48	30.11	0.07	0.0
50311	1722	15.03	21	3.90	48	30.00	0.20	0.0
50311	1740	29.44	21	3.91	48	30.11	0.46	0.0
50311	1807	43.31	21	3.86	48	29.84	0.40	0.0
50311	1836	26.18	21	4.07	48	30.43	0.21	0.0
50311	2006	42.73	21	3.83	48	30.41	0.76	0.0
50311	2015	30.93	21	4.05	48	30.02	0.18	0.0
50311	2020	38.03	21	4.00	48	30.28	0.11	0.0
50311	2029	27.62	21	3.99	48	30.07	0.01	0.0
50311	2256	41.99	21	3.53	48	30.62	0.30	0.0
50311	2340	36.94	21	3.43	48	30.45	0.49	0.0
50311	2341	48.51	21	3.34	48	30.40	0.01	0.0
50312	0029	22.99	21	3.42	48	30.45	0.06	0.0
50312	0146	17.20	21	3.70	48	30.69	0.74	0.0
50312	0149	24.99	21	3.69	48	30.55	1.09	0.0
50312	0157	21.29	21	4.16	48	30.32	0.21	0.0
50312	0158	10.41	21	3.41	48	30.52	0.51	0.0
50312	0202	40.99	21	3.51	48	30.40	0.71	0.0
50312	0211	21.59	21	3.44	48	29.89	0.30	0.0
50312	0212	33.15	21	3.77	48	30.65	1.04	0.0
50312	0213	46.83	21	3.50	48	30.48	0.61	0.0
50312	0215	25.30	21	3.43	48	30.41	0.52	0.0
50312	0217	50.53	21	3.35	48	30.84	0.16	0.0
50312	0219	33.07	21	3.33	48	30.60	0.09	0.0
50312	0226	22.41	21	3.48	48	30.47	0.56	0.0
50312	0228	25.06	21	3.47	48	30.55	0.75	0.0
50312	0238	35.64	21	3.49	48	30.51	0.07	0.0
50312	0246	55.85	21	3.55	48	30.51	1.18	0.0
50312	0300	40.85	21	3.48	48	30.46	0.57	0.0
50312	0308	49.91	21	3.37	48	30.53	0.53	0.0
50312	0326	21.31	21	3.35	48	30.27	0.00	0.0
50312	0439	34.98	21	3.40	48	30.76	0.16	0.0
50312	0445	8.29	21	3.32	48	30.49	0.07	0.0
50312	0449	22.74	21	3.78	48	30.76	1.92	0.0
50312	0450	10.17	21	3.47	48	30.53	0.92	0.0
50312	0511	7.33	21	3.90	48	30.20	0.46	0.0
50312	0527	13.79	21	3.47	48	29.66	0.30	0.0
50312	0724	32.21	21	3.35	48	30.51	0.10	0.0
50312	0803	33.72	21	3.77	48	30.57	0.76	0.0
50312	0810	15.76	21	4.10	48	30.33	0.21	0.0
50312	0837	45.54	21	3.30	48	30.44	0.31	0.0
50312	1100	52.94	21	3.66	48	30.57	0.92	0.0
50312	1443	41.06	21	3.51	48	29.44	0.79	0.0
50312	1536	40.20	21	3.46	48	30.64	0.44	0.0
50312	1544	12.51	21	3.53	48	30.56	0.58	0.0
50312	1729	58.16	21	3.68	48	29.51	0.30	0.0
50312	1853	10.07	21	4.07	48	29.99	0.30	0.0
50312	2319	55.10	21	3.71	48	30.36	1.13	0.0
50312	2320	34.38	21	3.89	48	30.10	0.00	0.0
50312	2351	1.14	21	3.99	48	29.94	0.11	0.0
50313	0138	36.92	21	4.05	48	30.26	0.30	0.0
50313	0504	40.11	21	3.43	48	30.46	0.74	0.0
50313	0551	22.97	21	3.54	48	30.26	0.78	0.0
50313	0640	16.29	21	3.96	48	30.31	0.30	0.0
50313	0933	58.60	21	3.59	48	30.37	1.05	0.0
50314	0034	15.14	21	3.41	48	30.80	0.21	0.0
50314	0054	19.19	21	4.09	48	30.47	0.30	0.0
50314	0532	50.23	21	3.87	48	30.51	0.30	0.0
50314	0654	40.21	21	3.46	48	30.86	0.30	0.0
50314	1603	33.40	21	4.00	48	30.19	0.13	0.0
50314	1644	28.96	21	3.88	48	30.05	0.18	0.0
50315	0044	33.13	21	4.07	48	30.10	0.12	0.0
50315	0935	5.70	21	3.85	48	30.39	0.15	0.0
50316	0139	46.96	21	4.01	48	30.04	0.13	0.0
50316	0221	11.42	21	3.62	48	30.49	0.06	0.0
50316	0530	17.63	21	4.02	48	30.00	0.12	0.0
50317	0530	22.95	21	4.12	48	30.62	0.10	0.0
50317	0745	12.88	21	3.97	48	30.52	0.15	0.0
50317	1515	52.75	21	4.08	48	30.27	0.30	0.0
50317	1557	13.43	21	4.07	48	30.64	0.12	0.0
50317	2231	5.67	21	4.14	48	30.42	0.11	0.0
50318	2113	28.71	21	4.30	48	30.66	0.30	0.0
50319	0136	21.01	21	2.34	48	28.84	0.06	0.0
50319	0342	20.26	21	3.49	48	30.06	0.12	0.0
50319	0424	23.02	20	59.86	48	25.73	0.03	0.0
50319	0432	20.01	20	59.12	48	24.94	0.08	0.0
50319	0507	31.82	20	57.74	48	25.02	0.00	0.0
50319	0651	26.09	20	54.81	48	20.50	0.30	0.0
50319	1341	34.46	21	2.14	48	28.64	0.06	0.0
50319	2121	35.09	20	59.22	48	22.77	6.22	0.0
50319	2152	12.87	21	6.07	48	30.12	0.00	0.0
50320	0402	13.03	20	58.66	48	27.78	0.30	0.0
50320	0519	6.25	21	0.08	48	26.48	0.30	0.0
50320	1011	58.15	21	3.99	48	30.45	0.12	0.0
50320	1012	2.33	21	3.97	48	30.38	0.04	0.0
50321	0319	60.00	21	3.87	48	30.43	0.46	0.0
50321	0737	28.76	20	59.87	48	26.50	0.30	0.0
50321	0820	14.58	21	3.07	48	29.46	0.30	0.0
50321	1038	47.66	20	59.54	48	25.97	0.17	0.0
50321	1155	35.76	20	58.89	48	25.63	0.30	0.0
50321	1640	45.26	21	11.25	48	18.86	0.14	0.0
50322	2046	42.92	21	3.68	48	30.47	0.30	0.0
50322	2047	31.64	21	3.70	48	30.47	0.30	0.0
50322	2312	40.63	21	3.68	48	30.52	0.30	0.0
50322	2318	5.70	21	4.23	48	30.38	0.36	0.0
50323	0354	13.90	21	2.92	48	29.98	3.43	0.0
50323	0654	53.42	21	3.77	48	30.26	0.11	0.0
50323	0716	55.61	21	3.74	48	30.25	0.13	0.0
50323	0814	42.69	21	3.72	48	30.48	0.37	0.0
50323	0851	37.95	21	3.74	48	30.48	0.30	0.0
50323	0852	0.18	21	3.73	48	30.45	0.43	0.0
50323	1236	43.37	21	4.08	48	30.51	0.30	0.0
50323	1823	37.81	21	3.59	48	30.47	0.37	0.0
50324	0922	53.29	21	3.62	48	30.32	0.11	0.0
50324	0931	41.90	21	4.13	48	30.39	0.16	0.0
50324	1619	42.19	21	3.27	48	30.36	0.38	0.0
50324	2209	8.80	21	3.68	48	30.22	0.16	0.0
50324	2220	9.09	21	3.69	48	30.27	0.16	0.0
50324	2244	40.28	21	3.70	48	30.22	0.14	0.0
50325	0110	43.17	21	3.64	48	30.38	0.16	0.0
50325	0532	7.27	21	3.53	48	30.63	0.45	0.0
50325	0540	0.45	21	3.49	48	30.43	0.41	0.0
50325	0547	20.81	21	3.60	48	30.31	0.34	0.0
50325	0547	38.83	21	2.79	48	29.77	3.26	0.0
50325	0547	58.97	21	3.61	48	30.21	0.30	0.0
50325	1142	51.45	21	3.77	48	30.63	0.16	0.0
50325	1729	49.28	21	3.75	48	30.36	0.15	0.0
50325	1819	31.08	21	4.17	48	30.34	0.06	0.0
50325	2253	44.45	21	3.76	48	30.50	0.35	0.0
50325	2336	36.36	21	3.85	48	30.55	0.26	0.0
50326	0047	21.28	21	2.41	48	28.90	3.28	0.0
50326	0245	49.55	21	3.90	48	30.21	0.30	0.0
50326	0454	25.83	21	3.91	48	30.26	0.13	0.0
50326	0457	2.15	21	3.90	48	30.26	0.13	0.0
50326	0527	24.88	21	3.61	48	30.73	0.78	0.0
50326	0531	15.46	21	3.92	48	30.25	0.16	0.0
50326	0607	13.81	21	3.72	48	30.18	0.14	0.0
50326	1005	35.72	21	3.71	48	30.62	0.30	0.0
50326	1013	47.12	21	3.73	48	30.64	0.30	0.0
50326	2155	2.22	21	3.63	48	30.21	0.30	0.0
50327	0601	29.87	21	4.07	48	30.20	0.16	0.0
50327	0629	38.92	21	3.94	48	30.21	0.15	0.0
50327	0708	9.32	21	3.96	48	30.19	0.30	0.0
50327	0709	13.78	21	3.96	48	30.19	0.25	0.0
50327	0728	9.94	21	3.57	48	30.16	0.54	0.0
50327	0844	41.07	21	3.93	48	30.42	0.11	0.0
50327	1015	15.25	21	3.78	48	30.48	0.32	0.0
50327	1535	40.29	21	3.96	48	30.21	0.15	0.0
50327	1706	56.73	21	3.96	48	30.21	0.30	0.0
50327	1726	53.20	21	3.85	48	30.67	12.43	0.0
50327	1738	18.93	21	3.54	48	30.86	0.85	0.0
50327	1955	13.88	21	3.54	48	30.96	1.07	0.0
50327	2016	8.62	21	3.99	48	30.19	0.30	0.0
50328	0015	5.19	21	3.49	48	30.74	0.53	0.0
50328	0248	27.98	21	3.83	48	30.18	0.14	0.0
50328	0307	18.91	21	3.41	48	30.80	0.95	0.0
50328	0332	14.31	21	3.66	48	30.21	0.11	0.0
50328	0416	12.89	21	3.60	48	30.21	0.36	0.0
50328	0627	38.57	21	3.27	48	30.61	0.30	0.0
50328	0647	30.46	21	3.54	48	30.81	0.30	0.0
50328	0735	45.27	21	3.23	48	30.86	1.33	0.0
50328	0806	14.61	21	3.56	48	30.72	0.69	0.0
50328	0817	7.44	21	3.30	48	30.70	0.58	0.0
50328	1643	48.50	21	3.26	48	30.82	1.21	0.0
50328	1651	44.96	21	3.40	48	30.76	0.14	0.0
50328	1724	33.70	21	3.40	48	30.78	0.80	0.0
50328	1906	41.78	21	3.50	48	30.59	0.44	0.0
50328	2000	28.80	21	3.99	48	30.16	0.30	0.0
50328	2042	12.52	21	3.54	48	30.64	0.71	0.0
50328	2043	20.87	21	3.43	48	30.70	0.93	0.0
50328	2245	3.25	21	3.90	48	30.18	0.12	0.0
50328	2245	52.04	21	3.90	48	30.14	0.12	0.0
50328	2247	18.95	21	3.90	48	30.18	0.11	0.0
50328	2248	33.11	21	3.90	48	30.21	0.14	0.0
50328	2340	30.72	21	3.80	48	30.18	0.13	0.0
50329	0023	40.47	21	3.31	48	30.96	1.52	0.0
50329	0156	48.89	21	3.23	48	30.71	0.30	0.0
50329	0620	26.49	21	3.77	48	30.18	0.13	0.0
50329	0649	27.72	21	3.39	48	30.58	0.36	0.0
50329	0726	27.94	21	3.22	48	30.65	0.12	0.0
50329	0727	55.92	21	3.28	48	30.65	0.30	0.0
50329	0739	30.65	21	3.29	48	30.64	0.30	0.0
50329	0740	41.62	21	3.24	48	30.64	0.30	0.0
50329	1200	23.28	21	3.25	48	30.56	0.69	0.0
50329	1201	22.04	21	3.20	48	30.61	0.76	0.0
50329	1207	55.17	21	3.28	48	30.66	0.56	0.0
50329	1208	13.94	21	3.27	48	30.59	0.62	0.0
50329	1232	0.43	21	3.35	48	30.71	0.30	0.0
50329	1304	41.15	21	3.24	48	30.60	0.96	0.0
50329	1504	0.73	21	3.29	48	30.59	0.77	0.0
50329	1525	16.55	21	3.32	48	30.63	0.90	0.0
50329	1610	9.55	21	3.44	48	30.62	0.28	0.0
50329	1640	50.40	21	3.70	48	30.21	0.33	0.0
50329	1915	43.50	21	3.28	48	30.77	0.30	0.0
50329	2023	22.17	21	3.43	48	30.59	0.61	0.0
50329	2245	44.96	21	3.37	48	30.59	0.73	0.0
50329	2249	3.88	21	3.47	48	30.61	0.46	0.0
50329	2349	17.78	21	3.19	48	30.96	0.08	0.0
50330	0006	35.45	21	3.35	48	30.61	0.71	0.0
50330	0008	7.26	21	3.52	48	30.59	0.33	0.0
50330	0015	56.23	21	3.48	48	30.61	0.30	0.0
50330	0110	6.47	21	3.46	48	30.53	0.69	0.0
50330	0308	18.76	21	3.97	48	30.15	0.30	0.0
50330	0517	8.55	21	4.00	48	30.14	0.14	0.0
50330	0519	15.42	21	4.00	48	30.17	0.16	0.0
50330	0543	19.09	21	3.94	48	30.30	0.30	0.0
50330	0603	49.44	21	4.01	48	30.28	0.15	0.0
50330	0608	52.86	21	4.02	48	30.32	0.12	0.0
50330	0628	6.66	21	4.00	48	30.29	0.30	0.0
50330	0635	23.23	21	3.99	48	30.16	0.16	0.0
50330	0637	20.42	21	3.97	48	30.22	0.16	0.0
50330	0714	0.59	21	3.86	48	30.99	1.90	0.0
50330	0743	53.50	21	3.65	48	30.41	1.46	0.0
50330	0743	53.50	21	3.66	48	30.37	1.49	0.0
50330	0814	52.01	21	3.83	48	30.29	0.14	0.0
50330	0821	52.64	21	4.12	48	30.11	0.30	0.0
50330	0832	16.85	21	3.88	48	30.10	0.30	0.0
50330	0919	39.88	21	4.00	48	30.28	0.30	0.0
50330	1141	14.08	21	4.02	48	30.25	0.05	0.0
50330	1142	57.48	21	3.99	48	30.31	0.09	0.0
50330	1142	57.48	21	3.97	48	30.31	0.17	0.0
50330	1145	5.70	21	3.99	48	30.24	0.15	0.0
50330	1145	23.18	21	4.04	48	30.16	0.30	0.0
50330	1146	14.41	21	4.02	48	30.34	0.16	0.0
50330	1148	37.77	21	3.91	48	30.21	0.14	0.0
50330	1150	17.15	21	4.02	48	30.13	0.30	0.0
50330	1153	7.09	21	4.06	48	30.21	0.30	0.0
50330	1200	41.85	21	4.02	48	30.36	0.43	0.0
50330	1203	43.47	21	3.95	48	30.26	0.12	0.0
50330	1204	54.10	21	4.06	48	30.21	0.15	0.0
50330	1205	35.62	21	3.99	48	30.34	0.14	0.0
50330	1212	5.99	21	3.99	48	30.26	0.47	0.0
50330	1215	20.53	21	3.91	48	30.27	0.12	0.0
50330	1217	57.19	21	3.94	48	30.29	0.11	0.0
50330	1229	20.21	21	4.08	48	30.34	0.30	0.0
50330	1231	23.33	21	3.96	48	30.39	0.15	0.0
50330	1240	52.59	21	3.92	48	30.22	0.30	0.0
50330	1304	50.44	21	4.12	48	30.21	0.30	0.0
50330	1308	4.87	21	4.17	48	30.29	0.30	0.0
50330	1309	26.41	21	4.09	48	30.30	0.06	0.0
50330	1311	45.87	21	4.09	48	30.23	0.30	0.0
50330	1313	46.13	21	4.12	48	30.26	0.30	0.0
50330	1321	32.39	21	4.10	48	30.29	0.13	0.0
50330	1335	11.32	21	4.03	48	30.17	0.12	0.0
50330	1335	22.77	21	4.01	48	30.15	0.16	0.0
50330	1335	56.07	21	4.02	48	30.16	0.13	0.0
50330	1336	42.27	21	4.11	48	30.37	0.30	0.0
50330	1349	24.02	21	4.03	48	30.36	0.13	0.0
50330	1350	17.64	21	4.05	48	30.17	0.05	0.0
50330	1350	55.59	21	4.11	48	30.25	0.11	0.0
50330	1357	33.16	21	4.09	48	30.29	0.16	0.0
50330	1359	3.66	21	3.85	48	30.67	12.43	0.0
50330	1359	3.94	20	59.45	48	25.41	0.30	0.0
50330	1359	41.52	21	4.01	48	30.09	0.25	0.0
50330	1359	54.22	21	3.97	48	30.14	0.11	0.0
50330	1400	16.97	21	4.03	48	30.12	0.14	0.0
50330	1400	45.87	21	3.99	48	30.09	0.28	0.0
50330	1409	47.34	21	4.13	48	30.27	0.12	0.0
50330	1410	51.41	21	4.10	48	30.27	0.05	0.0
50330	1418	28.55	21	3.98	48	30.38	0.33	0.0
50330	1425	59.39	21	4.15	48	30.23	0.14	0.0
50330	1432	2.68	21	3.44	48	30.64	0.30	0.0
50330	1449	30.44	21	3.93	48	30.38	0.30	0.0
50330	1459	27.11	21	4.11	48	30.22	0.11	0.0
50330	1507	6.27	21	4.09	48	30.15	0.17	0.0
50330	1515	11.28	21	4.13	48	30.25	0.13	0.0
50330	1517	24.43	21	4.01	48	30.10	0.23	0.0
50330	1519	34.41	21	4.09	48	30.25	0.05	0.0
50330	1616	50.78	21	3.85	48	30.67	12.43	0.0
50330	1616	53.01	21	3.83	48	30.21	0.10	0.0
50330	1623	37.08	21	3.93	48	30.41	0.16	0.0
50330	1707	28.07	21	4.09	48	30.26	0.15	0.0
50330	1743	18.87	21	3.88	48	30.37	0.17	0.0
50330	1750	56.79	21	3.86	48	30.31	0.30	0.0
50330	1751	11.80	21	3.90	48	30.24	0.09	0.0
50330	1759	53.65	21	3.88	48	30.29	0.30	0.0
50330	1819	7.99	21	3.87	48	30.31	0.14	0.0
50330	1830	6.33	21	3.18	48	30.74	0.86	0.0
50330	1830	32.88	21	3.88	48	30.36	0.16	0.0
50330	1832	38.09	21	3.33	48	30.89	0.85	0.0
50330	1833	19.31	21	3.83	48	30.29	0.17	0.0
50330	1834	1.36	21	3.28	48	30.82	1.48	0.0
50330	1844	1.55	21	3.85	48	30.24	0.06	0.0
50330	1845	36.24	21	3.80	48	30.25	0.16	0.0
50330	1847	1.06	21	4.03	48	30.39	0.30	0.0
50330	1900	7.13	21	3.97	48	30.37	0.15	0.0
50330	1901	2.72	21	3.97	48	30.38	0.11	0.0
50330	1905	51.65	21	4.00	48	30.40	0.22	0.0
50330	1911	48.35	21	3.37	48	30.57	0.97	0.0
50330	1920	37.75	21	3.84	48	30.27	0.13	0.0
50330	1921	55.15	21	3.88	48	30.30	0.11	0.0
50330	1926	6.86	21	3.98	48	30.40	0.21	0.0
50330	1931	9.93	21	4.02	48	30.49	0.30	0.0
50330	1933	23.24	21	3.97	48	30.43	0.30	0.0
50330	1934	5.67	21	3.92	48	30.39	0.30	0.0
50330	1935	7.47	21	3.96	48	30.44	0.30	0.0
50330	2000	9.19	21	3.87	48	30.36	0.43	0.0
50330	2003	58.43	21	3.93	48	30.46	0.50	0.0
50330	2007	40.29	21	3.87	48	30.28	0.01	0.0
50330	2007	56.71	21	3.72	48	30.07	0.90	0.0
50330	2012	0.81	21	3.94	48	30.40	0.28	0.0
50330	2012	0.81	21	3.93	48	30.40	0.29	0.0
50330	2014	56.56	21	3.88	48	30.27	0.01	0.0
50330	2016	53.91	21	3.81	48	30.32	0.26	0.0
50330	2017	28.35	21	3.82	48	30.27	0.03	0.0
50330	2018	15.53	21	3.95	48	30.45	0.12	0.0
50330	2027	5.45	21	3.84	48	30.26	0.30	0.0
50330	2028	12.55	21	3.94	48	30.47	0.39	0.0
50330	2046	18.59	21	4.15	48	30.19	0.13	0.0
50330	2046	27.10	21	4.13	48	30.23	0.17	0.0
50330	2052	47.20	21	3.91	48	30.44	0.30	0.0
50330	2106	44.96	21	3.82	48	30.44	0.12	0.0
50330	2108	2.03	21	3.94	48	30.42	0.41	0.0
50330	2109	22.68	21	3.87	48	30.26	0.25	0.0
50330	2110	7.01	21	3.83	48	30.23	0.06	0.0
50330	2130	28.97	21	3.97	48	30.57	0.59	0.0
50330	2202	47.91	21	3.83	48	30.49	1.16	0.0
50330	2209	39.92	21	3.91	48	30.44	0.54	0.0
50330	2212	38.99	21	3.32	48	30.34	0.30	0.0
50330	2247	36.91	21	3.81	48	30.46	0.97	0.0
50330	2301	51.26	21	3.50	48	30.50	0.30	0.0
50330	2302	5.92	21	3.66	48	30.43	0.84	0.0
50330	2302	24.14	21	3.47	48	30.53	0.30	0.0
50330	2305	10.72	21	3.75	48	30.50	1.08	0.0
50330	2320	14.58	21	3.42	48	30.52	0.30	0.0
50330	2330	32.63	21	3.56	48	30.56	0.30	0.0
50330	2336	16.44	21	4.20	48	30.19	0.30	0.0
50330	2339	40.50	21	4.15	48	30.27	0.30	0.0
50330	2344	42.77	21	3.92	48	30.64	0.77	0.0
50331	0012	7.11	21	3.92	48	30.15	0.12	0.0
50331	0024	25.18	21	4.00	48	30.15	0.16	0.0
50331	0029	12.67	21	3.45	48	30.38	0.71	0.0
50331	0031	4.73	21	3.98	48	30.58	0.61	0.0
50331	0031	29.03	21	4.15	48	30.44	0.15	0.0
50331	0042	0.50	21	3.79	48	30.43	0.11	0.0
50331	0054	0.80	21	4.13	48	30.17	0.20	0.0
50331	0057	6.46	21	3.79	48	30.29	0.17	0.0
50331	0101	15.68	21	3.85	48	30.38	0.21	0.0
50331	0111	29.03	21	4.20	48	30.36	0.08	0.0
50331	0116	14.37	21	3.78	48	30.30	0.15	0.0
50331	0118	41.77	21	4.58	48	30.19	0.30	0.0
50331	0205	22.29	21	3.89	48	30.15	0.12	0.0
50331	0227	23.11	21	3.28	48	30.59	0.31	0.0
50331	0244	55.40	21	3.89	48	30.55	0.30	0.0
50331	0259	5.37	21	3.85	48	30.30	0.13	0.0
50331	0323	46.38	21	3.93	48	30.71	0.30	0.0
50331	0330	15.66	21	3.88	48	30.40	0.30	0.0
50331	0339	5.85	21	3.69	48	30.09	0.23	0.0
50331	0359	49.53	21	3.89	48	30.37	0.17	0.0
50331	0402	40.89	21	3.93	48	30.52	0.40	0.0
50331	0432	11.30	21	3.82	48	30.21	0.12	0.0
50331	0434	18.99	21	4.09	48	30.37	0.52	0.0
50331	0435	50.35	21	3.83	48	30.52	0.30	0.0
50331	0437	26.09	21	4.01	48	30.20	0.14	0.0
50331	0439	3.56	21	3.87	48	30.47	0.30	0.0
50331	0443	52.91	21	3.11	48	29.95	1.01	0.0
50331	0447	29.56	21	4.19	48	30.43	0.30	0.0
50331	0449	40.73	21	3.74	48	30.41	0.21	0.0
50331	0543	51.03	21	3.97	48	30.17	0.13	0.0
50331	0601	21.75	21	3.86	48	30.45	0.14	0.0
50331	0604	9.63	21	3.74	48	30.03	0.41	0.0
50331	0610	4.81	21	3.89	48	30.05	0.50	0.0
50331	0630	11.76	21	4.02	48	30.07	0.32	0.0
50331	0632	54.78	21	3.27	48	30.68	0.30	0.0
50331	0635	31.86	21	3.92	48	30.10	0.30	0.0
50331	0636	50.99	21	3.07	48	30.71	0.20	0.0
50331	0639	7.21	21	3.16	48	30.84	0.23	0.0
50331	0653	59.41	21	4.09	48	30.20	0.13	0.0
50331	0719	10.70	21	2.83	48	29.41	0.11	0.0
50331	0726	54.97	21	3.87	48	30.49	0.14	0.0
50331	0743	9.04	21	3.93	48	30.05	0.30	0.0
50331	0756	41.88	21	4.17	48	30.16	0.20	0.0
50331	0809	54.82	21	3.45	48	30.22	1.01	0.0
50331	0822	6.39	21	3.52	48	30.44	0.85	0.0
50331	0909	54.22	21	3.98	48	30.11	0.10	0.0
50331	1044	42.56	21	3.73	48	30.32	0.13	0.0
50331	1106	34.23	21	3.78	48	30.31	0.12	0.0
50331	1122	1.89	21	3.84	48	30.33	0.30	0.0
50331	1140	6.30	21	3.96	48	30.11	1.16	0.0
50331	1140	25.16	21	3.92	48	30.26	0.71	0.0
50331	1341	56.46	21	4.10	48	30.50	0.13	0.0
50331	1410	28.29	21	4.17	48	30.24	0.15	0.0
50331	1459	47.42	21	3.80	48	30.29	0.14	0.0
50331	1513	5.02	21	3.72	48	30.36	0.16	0.0
50331	1559	48.66	21	3.93	48	30.13	0.16	0.0
50331	1645	46.48	21	3.75	48	30.31	0.04	0.0
50331	1732	12.09	21	3.27	48	30.85	1.38	0.0
50331	1904	14.86	21	3.73	48	30.33	0.03	0.0
50331	1914	11.50	21	4.15	48	30.06	0.30	0.0
50331	1947	48.59	21	4.13	48	30.44	0.14	0.0
50331	1950	50.21	21	3.96	48	29.93	0.59	0.0
50331	2016	8.32	21	4.15	48	30.26	0.13	0.0
50331	2051	43.74	21	3.79	48	30.43	0.16	0.0
50331	2107	58.47	21	3.73	48	30.25	0.14	0.0
50331	2116	17.96	21	3.82	48	30.34	0.30	0.0
50331	2119	45.71	21	3.65	48	30.30	0.17	0.0
50331	2240	23.66	21	4.24	48	30.38	0.30	0.0
50401	0130	41.32	21	3.80	48	30.13	0.26	0.0
50401	0226	37.80	21	4.03	48	30.03	0.15	0.0
50401	0240	12.23	21	4.08	48	30.10	0.30	0.0
50401	0309	7.24	21	4.08	48	30.07	0.15	0.0
50401	0312	42.16	21	4.04	48	30.11	0.12	0.0
50401	0318	42.59	21	3.42	48	30.37	0.62	0.0
50401	0340	35.78	21	4.17	48	29.98	0.12	0.0
50401	0347	34.50	21	4.07	48	30.09	0.16	0.0
50401	0408	9.57	21	3.72	48	30.17	0.13	0.0
50401	0430	9.67	21	4.01	48	30.12	0.30	0.0
50401	0434	49.66	21	4.03	48	30.15	0.11	0.0
50401	0508	50.56	21	4.09	48	30.45	0.30	0.0
50401	0519	6.74	21	4.09	48	30.05	0.10	0.0
50401	0527	31.69	21	4.02	48	30.15	0.16	0.0
50401	0656	31.29	21	4.10	48	30.07	0.12	0.0
50401	0725	11.82	21	4.15	48	29.86	0.15	0.0
50401	0745	22.41	21	4.12	48	29.98	0.20	0.0
50401	0810	52.97	21	4.03	48	30.06	0.14	0.0
50401	0822	45.92	21	1.78	48	31.45	0.54	0.0
50401	0846	13.04	21	4.05	48	30.13	0.16	0.0
50401	0945	16.03	21	4.13	48	30.25	0.15	0.0
50401	1131	38.43	21	3.85	48	30.46	0.13	0.0
50401	1233	52.18	21	4.02	48	30.15	0.15	0.0
50401	1245	58.85	21	3.83	48	30.62	0.13	0.0
50401	1247	7.53	21	4.16	48	30.13	0.10	0.0
50401	1416	14.32	21	3.45	48	30.94	0.69	0.0
