5.00E-09	-1.52E+02
5.06E-09	3.05E+02
5.13E-09	4.88E+02
5.19E-09	5.05E+02
5.25E-09	3.88E+02
5.31E-09	1.47E+02
5.38E-09	2.04E+01
5.44E-09	-1.25E+02
5.50E-09	-1.97E+02
5.56E-09	-2.40E+02
5.63E-09	-2.22E+02
5.69E-09	-1.58E+02
5.75E-09	3.23E+01
5.81E-09	1.39E+02
5.88E-09	1.78E+02
5.94E-09	1.12E+02
6.00E-09	3.18E+01
6.06E-09	-1.09E+01
6.13E-09	-1.23E+01
6.19E-09	-3.84E+00
6.25E-09	-2.47E+01
6.31E-09	-5.24E+01
6.38E-09	-5.83E+01
6.44E-09	-3.83E+01
6.50E-09	-3.96E+01
6.56E-09	-5.50E+01
6.63E-09	-2.32E+01
6.69E-09	6.18E+01
6.75E-09	2.01E+02
6.81E-09	2.36E+02
6.88E-09	1.66E+02
6.94E-09	-6.23E+01
7.00E-09	-2.64E+02
7.06E-09	-2.73E+02
7.13E-09	-1.35E+02
7.19E-09	2.30E+01
7.25E-09	1.02E+02
7.31E-09	8.74E+01
7.38E-09	5.91E+01
7.44E-09	6.45E+01
7.50E-09	8.48E+01
7.56E-09	5.44E+01
7.63E-09	-5.52E+01
7.69E-09	-1.36E+02
7.75E-09	-1.58E+02
7.81E-09	-1.02E+02
7.88E-09	-2.94E+01
7.94E-09	5.38E+01
8.00E-09	9.36E+01
8.06E-09	1.73E+02
8.12E-09	2.66E+02
8.19E-09	2.50E+02
8.25E-09	1.97E+02
8.31E-09	-1.21E+02
8.38E-09	-4.37E+02
8.44E-09	-5.11E+02
8.50E-09	-3.69E+02
8.56E-09	-9.08E+01
8.63E-09	2.19E+02
8.69E-09	4.73E+02
8.75E-09	5.35E+02
8.81E-09	3.51E+02
8.88E-09	1.16E+01
8.94E-09	-3.36E+02
9.00E-09	-5.31E+02
9.06E-09	-4.41E+02
9.13E-09	-1.22E+02
9.19E-09	2.34E+02
9.25E-09	3.76E+02
9.31E-09	2.71E+02
9.38E-09	1.06E+02
9.44E-09	-3.94E+01
9.50E-09	-1.73E+02
9.56E-09	-2.12E+02
9.63E-09	-1.52E+02
9.69E-09	1.68E+01
9.75E-09	1.49E+02
9.81E-09	2.27E+02
9.88E-09	1.73E+02
9.94E-09	5.36E+01
1.00E-08	-1.40E+02
1.01E-08	-2.25E+02
1.01E-08	-2.10E+02
1.02E-08	-8.59E+01
1.03E-08	4.95E+01
1.03E-08	1.57E+02
1.04E-08	2.10E+02
1.04E-08	1.58E+02
1.05E-08	3.16E+01
1.06E-08	-1.11E+02
1.06E-08	-1.99E+02
1.07E-08	-1.57E+02
1.08E-08	-2.86E+01
1.08E-08	1.25E+02
1.09E-08	1.53E+02
1.09E-08	5.19E+01
1.10E-08	-1.11E+02
1.11E-08	-1.85E+02
1.11E-08	-7.53E+01
1.12E-08	7.91E+01
1.13E-08	2.23E+02
1.13E-08	2.64E+02
1.14E-08	1.35E+02
1.14E-08	-3.89E+01
1.15E-08	-2.23E+02
1.16E-08	-2.97E+02
1.16E-08	-2.29E+02
1.17E-08	-3.05E+01
1.18E-08	1.32E+02
1.18E-08	1.77E+02
1.19E-08	9.94E+01
1.19E-08	1.60E+01
1.20E-08	9.31E+00
1.21E-08	7.90E+01
1.21E-08	1.27E+02
1.22E-08	4.29E+01
1.23E-08	-7.38E+01
1.23E-08	-1.52E+02
1.24E-08	-1.51E+02
1.24E-08	-7.58E+01
1.25E-08	9.88E+00
1.26E-08	3.64E+01
1.26E-08	3.00E+01
1.27E-08	3.87E+01
1.28E-08	5.10E+01
1.28E-08	5.22E+01
1.29E-08	3.67E+01
1.29E-08	1.25E+01
1.30E-08	-4.78E+00
1.31E-08	-2.32E+01
1.31E-08	-3.81E+01
1.32E-08	-4.93E+01
1.33E-08	-4.41E+01
1.33E-08	-1.36E+01
1.34E-08	3.09E+01
1.34E-08	5.95E+01
1.35E-08	5.54E+01
1.36E-08	3.56E+01
1.36E-08	-9.80E+00
1.37E-08	-3.51E+01
1.38E-08	-3.59E+01
1.38E-08	-3.19E+01
1.39E-08	-2.60E+01
1.39E-08	-1.09E+01
1.40E-08	1.35E+01
1.41E-08	4.39E+01
1.41E-08	6.53E+01
1.42E-08	3.93E+01
1.43E-08	-1.87E+01
1.43E-08	-5.73E+01
1.44E-08	-6.19E+01
1.44E-08	-2.08E+01
1.45E-08	3.34E+01
1.46E-08	7.17E+01
1.46E-08	4.92E+01
1.47E-08	-1.11E+01
1.48E-08	-6.34E+01
1.48E-08	-6.39E+01
1.49E-08	-1.64E+00
1.49E-08	5.37E+01
1.50E-08	6.31E+01
1.51E-08	1.13E+00
1.51E-08	1.13E+00
1.52E-08	1.13E+00
1.53E-08	1.13E+00
1.53E-08	1.13E+00
1.54E-08	1.13E+00
1.54E-08	1.13E+00
1.55E-08	1.13E+00
1.56E-08	1.13E+00
1.56E-08	1.13E+00
1.57E-08	1.13E+00
1.58E-08	1.13E+00
1.58E-08	1.13E+00
1.59E-08	1.13E+00
1.59E-08	1.13E+00
