evid;origin;longitude;latitude;depth;magnitude;magnitudet;region;author;mode
usp2020ouid;2020-07-29T08:19:37.718Z;-38.070;-15.015;0.0;3.9;mR;"Ilheus/BA";marcelo;M
usp2020otiw;2020-07-28T19:33:50.71Z;-35.875;-5.747;0.0;1.8;MLv;"Bento Fernandes/RN";jroberto;M
usp2020oszm;2020-07-28T14:49:30.804Z;-35.876;-5.731;0.0;1.7;MLv;"Bento Fernandes/RN";jroberto;M
usp2020osyy;2020-07-28T14:33:00.0Z;-38.201;-6.001;0.0;2.1;mR;"Sao Francisco do Oeste/RN";jroberto;M
usp2020onya;2020-07-25T20:24:01.64Z;-36.595;-8.381;0.0;2.4;mR;"Sanharo/PE";jroberto;M
usp2020onrm;2020-07-25T17:06:25.6Z;-35.188;-3.642;0.0;2.1;mR;"Plataforma Continental-RN/CE";jroberto;M
usp2020ojvc;2020-07-23T14:23:12.16Z;-48.121;-24.685;0.0;2.0;MLv;"Cajati/SP";jroberto;M
usp2020oihf;2020-07-22T18:13:43.898Z;-46.912;-17.189;0.0;2.4;mR;"Paracatu/MG";jroberto;M
usp2020oegm;2020-07-20T13:18:45.163Z;-40.275;-3.855;0.0;2.5;mR;"Forquilha/CE";jroberto;M
usp2020odll;2020-07-20T02:41:51.346Z;-44.106;-13.587;0.0;2.5;mR;"Santa Maria da Vitória/BA";jroberto;M
usp2020nywx;2020-07-17T14:48:15.682Z;-40.734;-3.510;0.0;1.9;MLv;"Coreaú/CE";jroberto;M
usp2020nqpt;2020-07-13T02:06:03.893Z;-43.709;-22.607;0.0;2.2;mR;"Paracambi/RJ";jroberto;M
usp2020noxy;2020-07-12T03:58:08.839Z;-40.627;-9.505;0.0;2.6;mR;"Juazeiro/BA";jroberto;M
usp2020nnwn;2020-07-11T14:06:09.577Z;-49.466;-21.137;0.0;2.2;mR;"Mendonça/SP";jroberto;M
usp2020nkhq;2020-07-09T15:10:18.908Z;-51.156;-23.256;0.0;1.6;mR;"Londrina/PR";jroberto;M
usp2020njxd;2020-07-09T09:53:10.687Z;-36.020;-8.295;0.0;1.6;mR;"Caruaru/PE";jroberto;M
usp2020nijb;2020-07-08T13:38:18.679Z;-36.099;-5.519;0.0;1.6;MLv;"Pedra Preta/RN";jroberto;M
usp2020nhgv;2020-07-07T23:22:03.833Z;-38.340;-4.320;0.0;2.5;mR;"Chorozinho/CE";jroberto;M
usp2020nher;2020-07-07T22:17:07.387Z;-53.619;-1.606;0.0;3.4;mR;"Prainha/PA";jroberto;M
usp2020nbcy;2020-07-04T14:35:36.969Z;-40.754;-3.069;0.0;1.7;MLv;"Granja/CE";jroberto;M
usp2020mzhj;2020-07-03T14:32:48.79Z;-51.540;-27.183;0.0;2.1;mR;"Joaçaba/SC";jroberto;M
usp2020mypn;2020-07-03T05:32:27.890Z;-37.528;-5.587;0.0;1.9;mR;"Caraúbas/RN";jroberto;M
usp2020mxpo;2020-07-02T16:24:30.872Z;-40.312;-20.300;0.0;1.9;mR;"Vitória/ES";jroberto;M
usp2020mskk;2020-06-29T20:07:40.43Z;-40.434;-3.896;0.0;1.9;MLv;"Groairas/CE";jroberto;M
usp2020mrlp;2020-06-29T07:36:22.4Z;-40.199;-3.409;0.0;1.4;mR;"Santana do Acaraú/CE";jroberto;M
usp2020mrkj;2020-06-29T06:59:14.529Z;-40.278;-3.350;0.0;1.3;mR;"Santana do Acaraú/CE";jroberto;M
usp2020mpit;2020-06-28T03:53:21.619Z;-49.764;-14.854;0.0;2.4;mR;"Guarinos/GO";jroberto;M
usp2020mpft;2020-06-28T02:23:05.876Z;-40.515;-3.311;0.0;2.2;mR;"Uruoca/CE";jroberto;M
usp2020mmwm;2020-06-26T19:25:01.64Z;-47.069;-23.501;0.0;1.8;MLv;"Sao Roque/SP";bruno;M
usp2020mjqq;2020-06-25T01:02:57.839Z;-48.452;-21.188;0.0;2.0;mR;"Monte Alto/SP";jroberto;M
usp2020mfpw;2020-06-22T20:07:49.724Z;-59.274;-15.397;0.0;2.1;mR;"Pontes e Lacerda/MT";jroberto;M
usp2020mejw;2020-06-22T03:57:31.693Z;-49.927;-21.803;0.0;2.2;mR;"Getulina/SP";jroberto;M
usp2020lvbv;2020-06-17T01:40:50.578Z;-62.272;-10.725;0.0;2.9;mR;"Ouro Preto do Oeste/RO";jroberto;M
usp2020loun;2020-06-13T15:09:42.363Z;-60.722;-4.705;0.0;3.3;mR;"Novo Aripuana/AM";jroberto;M
usp2020litr;2020-06-10T07:55:35.773Z;-50.423;-14.613;0.0;2.5;mR;"Mozarlandia/GO";jroberto;M
usp2020litp;2020-06-10T07:52:22.646Z;-50.422;-14.614;0.0;3.2;mR;"Mozarlandia/GO";jroberto;M
usp2020lhlg;2020-06-09T14:31:54.0Z;-41.912;-18.909;0.0;2.1;mR;"Governador Valadares/MG";jroberto;M
usp2020lezn;2020-06-08T06:20:11.0Z;-47.672;-19.167;0.0;2.8;mR;"Nova Ponte/MG";jroberto;M
usp2020leli;2020-06-07T23:10:13.433Z;-48.932;-21.061;0.0;2.2;mR;"Novais/SP";jroberto;M
usp2020kyyi;2020-06-04T22:54:57.732Z;-43.947;-20.659;0.0;2.6;mR;"Sao Bras do Suacui/MG";bruno;M
usp2020kscq;2020-06-01T05:08:25.912Z;-37.672;-10.924;0.0;2.3;mR;"Lagarto/SE";jroberto;M
usp2020kqww;2020-05-31T13:05:46.90Z;-50.072;-15.190;0.0;3.4;mR;"Morro Agudo de Goias/GO";jroberto;M
usp2020kqwu;2020-05-31T13:02:55.12Z;-40.511;-3.299;0.0;1.6;MLv;"Uruoca/CE";jroberto;M
usp2020knsv;2020-05-29T19:37:57.922Z;-37.514;-5.688;0.0;1.5;mR;"Caraúbas/RN";jroberto;M
usp2020kitp;2020-05-27T02:20:24.502Z;-37.381;-5.912;0.0;1.6;mR;"Campo Grande/RN";jroberto;M
usp2020khfd;2020-05-26T05:54:23.804Z;-39.962;-3.904;0.0;1.2;mR;"Iraucuba/CE";jroberto;M
usp2020kdrl;2020-05-24T07:34:37.824Z;-36.931;-5.736;0.0;1.7;mR;"Açu/RN";jroberto;M
usp2020jsmv;2020-05-18T04:45:04.42Z;-37.509;-5.675;0.0;2.0;mR;"Caraúbas/RN";jroberto;M
usp2020jscd;2020-05-17T23:20:53.0Z;-39.340;-21.633;0.0;2.8;mR;"Plataforma Continental/ES";jroberto;M
usp2020jruh;2020-05-17T19:23:23.95Z;-36.174;-5.838;0.0;1.9;mR;"Lajes/RN";jroberto;M
usp2020jofx;2020-05-15T20:42:26.206Z;-36.466;-8.334;0.0;1.6;mR;"Belo Jardim/PE";jroberto;M
usp2020jmlu;2020-05-14T21:24:46.492Z;-37.501;-5.643;0.0;1.8;mR;"Caraúbas/RN";jroberto;M
usp2020jhnh;2020-05-12T04:29:43.317Z;-54.331;-17.008;0.0;1.7;mR;"Pedra Preta/MT";jroberto;M
usp2020jfrm;2020-05-11T04:20:04.409Z;-40.664;-5.281;0.0;1.6;mR;"Crateus/CE";jroberto;M
usp2020jdqn;2020-05-10T01:34:36.607Z;-38.229;-4.339;0.0;1.6;mR;"Beberibe/CE";jroberto;M
usp2020jdoo;2020-05-10T00:34:52.174Z;-50.278;-0.575;0.0;3.5;mR;"Afuá/PA";jroberto;M
usp2020jaqr;2020-05-08T10:14:12.775Z;-38.122;-4.705;0.0;1.7;mR;"Palhano/CE";jroberto;M
usp2020izxz;2020-05-08T00:48:43.760Z;-58.477;-10.355;0.0;2.8;mR;"Juruena/MT";jroberto;M
usp2020izwz;2020-05-08T00:18:03.622Z;-44.925;-18.717;0.0;2.1;mR;"Felixlandia/MG";jroberto;M
usp2020izdf;2020-05-07T14:18:06.0Z;-40.524;-3.594;0.0;1.8;MLv;"Alcantaras/CE";jroberto;M
usp2020iwik;2020-05-06T01:31:39.0Z;-40.519;-3.589;0.0;1.6;MLv;"Alcantaras/CE";jroberto;M
usp2020iwig;2020-05-06T01:26:45.342Z;-40.518;-3.588;0.0;1.8;MLv;"Alcantaras/CE";jroberto;M
usp2020irtd;2020-05-03T13:16:07.234Z;-39.523;-5.027;0.0;1.8;mR;"Quixeramobim/CE";jroberto;M
usp2020imoa;2020-04-30T17:00:25.933Z;-50.679;-26.289;0.0;2.4;mR;"Irineopolis/SC";bruno;M
usp2020ilss;2020-04-30T06:14:02.766Z;-35.106;-4.715;0.0;1.4;mR;"Touros/RN";jroberto;M
usp2020ijqi;2020-04-29T02:45:24.462Z;-35.962;-8.297;0.0;1.7;mR;"Caruaru/PE";jroberto;M
usp2020iggl;2020-04-27T06:20:57.0Z;-38.115;-4.703;0.0;2.0;MLv;"Palhano/CE";jroberto;M
usp2020ieuz;2020-04-26T11:25:20.245Z;-38.231;-4.308;0.0;1.8;mR;"Beberibe/CE";jroberto;M
usp2020ieip;2020-04-26T05:10:54.317Z;-38.119;-4.747;0.0;1.3;mR;"Palhano/CE";jroberto;M
usp2020ieht;2020-04-26T04:45:05.545Z;-38.109;-4.698;0.0;1.6;mR;"Palhano/CE";jroberto;M
usp2020idzv;2020-04-26T00:44:42.148Z;-50.273;-7.791;0.0;3.0;mR;"Pau d'Arco/PA";jroberto;M
usp2020icab;2020-04-24T22:35:27.345Z;-48.454;-21.278;0.0;1.7;MLv;"Monte Alto/SP";jroberto;M
usp2020hssv;2020-04-19T20:43:00.770Z;-44.116;-19.524;0.0;2.1;mR;"Matozinhos/MG";jroberto;M
usp2020hpmd;2020-04-18T01:55:40.830Z;-47.116;-23.594;0.0;2.0;mR;"Sao Roque/SP";bruno;M
usp2020hmyz;2020-04-16T16:59:51.959Z;-48.084;-24.723;0.0;2.3;mR;"Cajati/SP";marcelo;M
usp2020hkyw;2020-04-15T14:40:20.0Z;-56.732;-11.612;0.0;0.2;MLv;"Novo Horizonte do Norte/MT";jroberto;M
usp2020hjuh;2020-04-14T23:13:56.389Z;-40.710;-3.172;0.0;2.0;MLv;"Granja/CE";jroberto;M
usp2020gyrn;2020-04-08T21:20:21.937Z;-49.515;-27.242;0.0;2.0;M;"Lontras/SC";bruno;M
usp2020gwdy;2020-04-07T12:12:15.942Z;-39.239;-4.105;0.0;1.6;mR;"Paramoti/CE";jroberto;M
usp2020gvpr;2020-04-07T04:59:26.0Z;-43.817;-18.531;0.0;2.5;mR;"Gouveia/MG";jroberto;M
usp2020gtqy;2020-04-06T03:21:20.606Z;-35.662;-5.497;0.0;1.8;mR;"João Câmara/RN";jroberto;M
usp2020grqm;2020-04-05T00:51:35.423Z;-47.936;-18.945;0.0;1.9;mR;"Indianopolis/MG";jroberto;M
usp2020ggws;2020-03-30T03:30:11.513Z;-35.645;-5.538;0.0;1.7;MLv;"João Câmara/RN";jroberto;M
usp2020geyb;2020-03-29T01:54:49.155Z;-39.891;-9.887;0.0;3.0;mR;"Uaua/BA";jroberto;M
usp2020gccp;2020-03-27T12:47:26.0Z;-44.737;-18.872;0.0;3.0;mR;"Felixlandia/MG";cleusa;M
usp2020fyjb;2020-03-25T11:30:39.56Z;-41.932;-24.557;0.0;3.7;mR;"Plataforma Continental/SP";jroberto;M
usp2020fvcb;2020-03-23T16:33:23.341Z;-48.717;-21.065;0.0;1.9;MLv;"Pirangi/SP";jroberto;M
usp2020fvbs;2020-03-23T16:23:44.210Z;-48.696;-21.096;0.0;2.4;mR;"Pirangi/SP";jroberto;M
usp2020fuko;2020-03-23T07:43:47.990Z;-48.690;-21.081;0.0;1.2;MLv;"Pirangi/SP";jroberto;M
usp2020fufu;2020-03-23T05:19:58.595Z;-48.647;-21.066;0.0;1.1;MLv;"Pirangi/SP";jroberto;M
usp2020fqju;2020-03-21T02:47:51.818Z;-47.285;-20.050;0.0;2.3;mR;"Rifaina/SP";jroberto;M
usp2020fjbe;2020-03-17T02:29:22.237Z;-35.569;-5.360;0.0;1.7;mR;"Pureza/RN";jroberto;M
usp2020fgpz;2020-03-15T18:33:37.124Z;-68.879;0.546;0.0;4.5;mb;"Western Brazil";jroberto;M
usp2020feen;2020-03-14T10:29:53.269Z;-51.738;-28.556;0.0;2.4;MLv;"Guabiju/RS";bruno;M
usp2020ezcn;2020-03-11T15:48:29.0Z;-42.252;-21.183;0.0;2.4;mR;"Muriaé/MG";jroberto;M
usp2020exzo;2020-03-11T01:11:26.683Z;-35.546;-5.366;0.0;1.9;mR;"Pureza/RN";jroberto;M
usp2020exyh;2020-03-11T00:32:49.893Z;-48.457;-21.307;0.0;2.1;mR;"Monte Alto/SP";jroberto;M
usp2020euku;2020-03-09T02:18:36.500Z;-48.426;-21.293;0.0;2.0;mR;"Monte Alto/SP";jroberto;M
usp2020etpn;2020-03-08T15:33:43.525Z;-48.690;-21.086;0.0;1.3;MLv;"Pirangi/SP";jroberto;M
usp2020eqvp;2020-03-07T03:13:49.977Z;-48.641;-21.316;0.0;1.2;MLv;"Candido Rodrigues/SP";jroberto;M
usp2020eghn;2020-03-01T08:45:19.93Z;-43.182;-22.500;0.0;2.1;mR;"Petropolis/RJ";jroberto;M
usp2020edoq;2020-02-28T20:56:20.665Z;-51.645;-29.774;0.0;2.2;MLv;"Tabai/RS";bruno;M
usp2020ecpu;2020-02-28T08:23:31.946Z;-35.995;-8.300;0.0;1.7;mR;"Caruaru/PE";jroberto;M
usp2020dypd;2020-02-26T03:31:15.689Z;-48.673;-21.086;0.0;1.4;MLv;"Pirangi/SP";jroberto;M
usp2020dynz;2020-02-26T02:55:45.611Z;-56.823;-11.615;0.0;2.0;MLv;"Novo Horizonte do Norte/MT";jroberto;M
usp2020dwtc;2020-02-25T03:14:33.399Z;-42.356;-21.152;0.0;1.9;mR;"Muriae/MG";jroberto;M
usp2020dwff;2020-02-24T20:13:28.479Z;-40.775;-18.466;0.0;1.8;mR;"Ecoporanga/ES";jroberto;M
usp2020dtic;2020-02-23T06:17:12.426Z;-42.384;-21.164;0.0;1.7;mR;"Muriae/MG";jroberto;M
usp2020dqqn;2020-02-21T19:08:19.998Z;-42.380;-21.128;0.0;2.2;mR;"Muriae/MG";jroberto;M
usp2020dqoz;2020-02-21T18:20:35.872Z;-42.385;-21.121;0.0;1.9;mR;"Muriae/MG";jroberto;M
usp2020dnzc;2020-02-20T08:03:31.0Z;-40.081;-22.428;0.0;2.2;mR;"Margem Continental/RJ";jroberto;M
usp2020dhrm;2020-02-16T21:23:38.927Z;-40.706;-3.090;0.0;2.0;MLv;"Granja/CE";jroberto;M
usp2020cysu;2020-02-11T23:49:36.231Z;-48.705;-21.329;0.0;1.5;MLv;"Fernando Prestes/SP";jroberto;M
usp2020cyie;2020-02-11T18:28:27.644Z;-50.540;-27.247;0.0;2.7;MLv;"Curitibanos/SC";bruno;M
usp2020cmvr;2020-02-05T11:39:37.463Z;-56.814;-11.587;0.0;1.9;MLv;"Novo Horizonte do Norte/MT";jroberto;M
usp2020clso;2020-02-04T20:57:05.5Z;-51.335;-29.924;0.0;2.4;M;"Nova Santa Rita/RS";bruno;M
usp2020ceiq;2020-01-31T19:59:35.889Z;-40.086;-16.493;0.0;1.8;mR;"Guaratinga/BA";jroberto;M
usp2020cegm;2020-01-31T18:53:41.784Z;-60.614;-0.669;0.0;4.1;mR;"Presidente Figueiredo/AM";jroberto;M
usp2020byln;2020-01-28T14:37:23.610Z;-44.266;-19.448;0.0;2.2;mR;"Sete Lagoas/MG";jroberto;M
usp2020brmm;2020-01-24T19:08:37.891Z;-48.664;-21.083;0.0;2.2;mR;"Pirangi/SP";jroberto;M
usp2020bobs;2020-01-22T22:18:09.439Z;-44.008;-19.581;0.0;2.8;mR;"Pedro Leopoldo/MG";jroberto;M
usp2020blrm;2020-01-21T14:52:00.99Z;-53.948;-30.343;0.0;2.0;MLv;"Vila Nova do Sul/RS";bruno;M
usp2020bkih;2020-01-20T21:04:25.0Z;-47.680;-19.128;0.0;2.5;mR;"Nova Ponte/MG";jroberto;M
usp2020bkhq;2020-01-20T20:44:38.625Z;-47.481;-11.403;0.0;2.2;mR;"Natividade/TO";jroberto;M
usp2020bjmy;2020-01-20T10:17:30.0Z;-55.992;-16.213;0.0;3.0;mR;"Barao de Melgaco/MT";jroberto;M
usp2020bhmv;2020-01-19T07:58:36.875Z;-35.437;-5.101;0.0;1.3;mR;"Touros/RN";jroberto;M
usp2020bdvw;2020-01-17T07:59:03.0Z;-56.710;-11.628;0.0;2.9;mR;"Novo Horizonte do Norte/MT";jroberto;M
usp2020bams;2020-01-15T11:57:12.970Z;-51.057;-26.876;0.0;2.6;MLv;"Rio das Antas/SC";bruno;M
usp2020awxi;2020-01-13T12:46:43.915Z;-35.534;-5.573;0.0;1.6;mR;"Taipu/RN";jroberto;M
usp2020aryv;2020-01-10T19:50:57.76Z;-37.969;-4.815;0.0;2.0;mR;"Palhano/CE";marcelo;M
usp2020akvz;2020-01-06T22:28:16.766Z;-52.846;-27.517;0.0;2.1;mR;"Trindade do Sul/RS";bruno;M
usp2019zphw;2019-12-31T03:24:30.45Z;-36.140;-8.049;0.0;1.9;mR;"Caruaru/PE";jroberto;M
usp2019zniq;2019-12-30T01:31:02.0Z;-35.952;-8.300;0.0;1.8;mR;"Caruaru/PE";jroberto;M
usp2019zmin;2019-12-29T12:19:30.735Z;-62.172;-10.717;0.0;3.0;mR;"Ouro Preto do Oeste/RO";jroberto;M
usp2019zhzp;2019-12-27T03:16:40.677Z;-47.614;-19.074;0.0;3.0;mR;"Nova Ponte/MG";jroberto;M
usp2019zhnv;2019-12-26T21:20:26.22Z;-36.196;-8.028;0.0;1.9;mR;"Santa Cruz do Capibaribe/PE";jroberto;M
usp2019ydnn;2019-12-10T11:06:21.598Z;-65.815;-5.390;0.0;3.4;mR;"Western Brazil";jroberto;M
usp2019ybhe;2019-12-09T05:37:07.0Z;-60.283;0.057;0.0;3.9;mR;"Rorainopolis/RR";jroberto;M
usp2019ybhd;2019-12-09T05:35:51.0Z;-60.287;0.066;0.0;3.0;mR;"Rorainopolis/RR";jroberto;M
usp2019xydk;2019-12-07T12:18:54.9Z;-44.252;-24.755;0.0;2.9;mR;"Margem Continental/SP";jroberto;M
usp2019xwze;2019-12-06T21:01:45.469Z;-49.629;-24.869;0.0;2.0;mR;"Castro/PR";jroberto;M
usp2019xvje;2019-12-05T23:48:36.679Z;-44.730;-18.994;0.0;2.7;mR;"Felixlandia/MG";jroberto;M
usp2019xuxp;2019-12-05T17:57:53.783Z;-56.718;-11.696;0.0;1.6;MLv;"Novo Horizonte do Norte/MT";jroberto;M
usp2019xuti;2019-12-05T15:48:50.558Z;-56.839;-11.619;0.0;2.5;mR;"Novo Horizonte do Norte/MT";jroberto;M
usp2019xrba;2019-12-03T15:08:35.2Z;-50.768;-23.440;0.0;2.9;mR;"Sao Sebastiao da Amoreira/PR";jroberto;M
usp2019xmca;2019-11-30T21:58:04.26Z;-39.447;-13.059;0.0;2.0;mR;"Sao Miguel das Matas/BA";jroberto;M
usp2019xeru;2019-11-26T20:51:45.509Z;-39.456;-13.084;0.0;2.0;mR;"Sao Miguel das Matas/BA";jroberto;M
usp2019xepn;2019-11-26T19:42:08.0Z;-59.843;0.876;0.0;3.8;mR;"Sao Joao da Baliza/RR";jroberto;M
usp2019xdza;2019-11-26T11:22:35.0Z;-61.133;1.810;0.0;2.8;MLv;"Caracarai/RR";jroberto;M
usp2019xdbk;2019-11-25T23:27:26.0Z;-43.919;-20.428;0.0;3.5;mR;"Belo Vale/MG";bruno;M
usp2019wvpv;2019-11-21T21:38:55.497Z;-44.792;-13.862;0.0;3.0;mR;"Cocos/BA";jroberto;M
usp2019wvnq;2019-11-21T20:32:05.973Z;-52.346;-27.625;0.0;2.1;mR;"Erechim/RS";jroberto;M
usp2019wrgs;2019-11-19T12:28:58.79Z;-44.026;-18.984;0.0;2.4;mR;"Santana de Pirapama/MG";jroberto;M
usp2019wmul;2019-11-17T01:46:39.325Z;-50.550;-5.849;0.0;3.3;mR;"Parauapebas/PA";jroberto;M
usp2019wlmi;2019-11-16T08:31:25.943Z;-38.245;-4.239;0.0;1.0;mR;"Cascavel/CE";jroberto;M
usp2019wjfp;2019-11-15T02:50:52.357Z;-60.503;-9.257;0.0;2.8;mR;"Colniza/MT";jroberto;M
usp2019whrz;2019-11-14T06:49:43.992Z;-60.139;-15.016;0.0;3.0;mR;"Central Bolivia";jroberto;M
usp2019wftj;2019-11-13T05:15:34.638Z;-59.162;-14.408;0.0;2.0;mR;"Conquista D'oeste/MT";jroberto;M
usp2019weip;2019-11-12T10:40:36.0Z;-57.145;-12.411;0.0;3.3;mR;"Nova Maringa-MT";jroberto;M
usp2019vypv;2019-11-09T07:30:24.0Z;-39.594;-13.013;0.0;3.3;mR;"Amargosa/BA";jroberto;M
usp2019vxxz;2019-11-08T22:29:39.94Z;-48.622;-10.566;0.0;2.2;mR;"Porto Nacional/TO";jroberto;M
usp2019vqmo;2019-11-04T20:46:11.99Z;-50.858;-14.777;0.0;2.3;mR;"Aruana/GO";jroberto;M
usp2019vpsr;2019-11-04T10:43:30.567Z;-45.725;-20.688;0.0;2.8;mR;"Formiga/MG";jroberto;M
usp2019vogt;2019-11-03T15:42:59.115Z;-37.950;-4.762;0.0;2.4;mR;"Palhano/CE";jroberto;M
usp2019vogu;2019-11-03T15:33:36.0Z;-37.951;-4.741;0.0;2.4;mR;"Palhano/CE";jroberto;M
usp2019vkhz;2019-11-01T11:38:49.963Z;-37.499;-5.708;0.0;2.1;mR;"Caraubas/RN";jroberto;M
usp2019vjbz;2019-10-31T19:29:06.0Z;-56.727;-11.607;0.0;1.2;MLv;"Novo Horizonte do Norte/MT";jroberto;M
usp2019vjad;2019-10-31T18:32:34.760Z;-56.769;-11.549;0.0;1.9;MLv;"Novo Horizonte do Norte/MT";jroberto;M
usp2019urqh;2019-10-22T06:15:48.625Z;-45.360;-25.248;0.0;3.0;MLv;"South Atlantic Ocean";bruno;M
usp2019uqws;2019-10-21T20:23:04.347Z;-73.500;-6.834;150.8;4.0;mb;"Peru-Brazil Border Region";jroberto;M
usp2019unma;2019-10-19T23:33:52.0Z;-35.597;-5.622;0.0;0.9;MLv;"Taipu/RN";jroberto;M
usp2019ulpl;2019-10-18T23:00:47.0Z;-35.597;-5.622;0.0;0.9;MLv;"Taipu/RN";jroberto;M
usp2019ulmy;2019-10-18T21:45:23.169Z;-55.194;-7.055;0.0;2.4;mR;"Novo Progresso/PA";jroberto;M
usp2019trcy;2019-10-07T17:59:13.510Z;-50.480;-27.888;0.0;2.1;mR;"Capao Alto/SC";jroberto;M
usp2019tqsb;2019-10-07T12:28:16.497Z;-54.360;-16.971;0.0;3.2;mR;"Itiquira/MT";jroberto;M
usp2019tmpc;2019-10-05T06:26:22.616Z;-61.337;0.191;0.0;2.6;mR;"Rorainopolis/RR";jroberto;M
usp2019tlkk;2019-10-04T14:56:20.99Z;-49.667;-27.402;0.0;2.3;mR;"Ituporanga/SC";jroberto;M
usp2019tfyz;2019-10-01T15:28:35.85Z;-48.858;-14.143;0.0;2.4;mR;"Uruaçu/GO";jroberto;M
usp2019tcis;2019-09-29T15:50:52.843Z;-72.807;-7.071;0.0;3.9;mR;"Western Brazil/AM";jroberto;M
usp2019szhk;2019-09-27T23:46:49.0Z;-36.519;-9.944;0.0;2.3;MLv;"Junqueiro/AL";jroberto;M
usp2019szad;2019-09-27T20:06:53.619Z;-44.227;-22.958;0.0;2.4;MLv;"Bananal/SP";bruno;M
usp2019sxck;2019-09-26T18:58:59.107Z;-43.054;-16.459;0.0;2.6;MLv;"Grao Mogol/MG";bruno;M
usp2019sujg;2019-09-25T07:01:53.917Z;-60.239;0.040;0.0;2.3;mR;"Rorainopolis/RR";jroberto;M
usp2019sknm;2019-09-19T21:49:21.147Z;-43.587;-21.046;0.0;2.5;mR;"Senhora dos Remédios/MG";jroberto;M
usp2019scqm;2019-09-15T14:14:55.988Z;-35.583;-5.495;0.0;1.3;MLv;"Joao Camara/RN";jroberto;M
usp2019sazu;2019-09-14T16:43:05.345Z;-45.249;-22.721;0.0;1.9;mR;"Guaratingueta/SP";jroberto;M
usp2019rzqj;2019-09-13T22:46:41.507Z;-44.738;-2.960;0.0;3.2;mR;"Bequimão/Sao J. Batista/MA";jroberto;M
usp2019rzfx;2019-09-13T17:29:56.527Z;-45.602;-12.727;0.0;3.6;mR;"São Desidério/BA";jroberto;M
usp2019rvwb;2019-09-11T21:07:06.649Z;-44.245;-16.216;0.0;2.2;mR;"Mirabela/MG";jroberto;M
usp2019rsfb;2019-09-09T21:06:27.0Z;-47.848;-20.761;0.0;2.3;MLv;"Sales Oliveira/SP";jroberto;M
usp2019rkzo;2019-09-05T22:23:15.54Z;-60.110;0.651;0.0;3.2;mR;"Rorainopolis/RR";jroberto;M
usp2019rjsp;2019-09-05T05:43:57.0Z;-57.621;-11.616;0.0;2.5;mR;"Juara/MT";jroberto;M
usp2019rjok;2019-09-05T03:37:04.311Z;-37.508;-5.697;0.0;2.8;mR;"Caraubas/RN";jroberto;M
usp2019regw;2019-09-02T06:07:18.744Z;-40.507;-17.382;0.0;1.7;mR;"Medeiros Neto/BA";jroberto;M
usp2019qylu;2019-08-30T01:47:31.768Z;-59.286;-10.141;0.0;2.8;mR;"Aripuana/MT";jroberto;M
usp2019qdvs;2019-08-18T18:56:58.4Z;-40.717;-17.262;0.0;2.4;mR;"Umburatiba/MG";jroberto;M
usp2019pmut;2019-08-09T11:09:43.0Z;-38.129;-4.175;0.0;1.5;mR;"Beberibe/CE";jroberto;M
usp2019plxq;2019-08-08T23:28:27.24Z;-48.379;-11.277;0.0;3.1;mR;"Ipueiras/TO";jroberto;M
usp2019pjwc;2019-08-07T20:25:41.144Z;-44.710;-22.499;0.0;2.3;MLv;"Queluz/SP";bruno;M
usp2019pjuw;2019-08-07T19:47:53.614Z;-35.941;-9.655;0.0;1.9;mR;"Pilar/AL";jroberto;M
usp2019pfqs;2019-08-05T13:10:03.428Z;-65.062;-5.136;0.0;3.6;mR;"Western Brazil";jroberto;M
usp2019pdim;2019-08-04T06:43:24.992Z;-72.468;-6.365;0.0;4.0;mb;"Peru-Brazil Border Region";jroberto;M
usp2019pcuo;2019-08-03T23:41:19.192Z;-35.524;-5.593;0.0;2.0;mR;"Taipu/RN";jroberto;M
usp2019pcfg;2019-08-03T15:57:16.262Z;-43.120;-19.934;0.0;2.6;mR;"Rio Piracicaba/MG";jroberto;M
usp2019pasu;2019-08-02T20:32:12.410Z;-45.264;-22.867;0.0;2.0;mR;"Potim/SP";jroberto;M
usp2019papx;2019-08-02T19:03:53.401Z;-45.577;-20.382;0.0;2.3;MLv;"Corrego Fundo/MG";bruno;M
usp2019ozld;2019-08-02T03:31:13.680Z;-50.631;-5.839;0.0;3.0;mR;"Parauapebas/PA";jroberto;M
usp2019ovzj;2019-07-31T06:10:51.70Z;-70.512;-7.130;0.0;3.6;mR;"Western Brazil";jroberto;M
usp2019ovhc;2019-07-30T20:57:01.876Z;-55.502;-7.137;0.0;2.6;mR;"Novo Progresso/PA";jroberto;M
usp2019oqvn;2019-07-28T10:33:34.200Z;-56.817;-10.936;0.0;2.2;MLv;"Juara/MT";jroberto;M
usp2019omlc;2019-07-26T00:44:35.929Z;-39.571;-5.041;0.0;3.1;mR;"Quixeramobim/CE";jroberto;M
usp2019okjb;2019-07-24T21:25:46.170Z;-41.021;-19.821;0.0;2.1;mR;"Laranja da Terra/ES";jroberto@vitoria;M
usp2019ojeb;2019-07-24T05:46:03.899Z;-39.508;-5.070;0.0;2.7;mR;"Quixeramobim/CE";jroberto;M
usp2019ojcw;2019-07-24T05:10:19.0Z;-39.584;-5.040;0.0;2.0;mR;"Quixeramobim/CE";jroberto;M
usp2019ogvg;2019-07-22T23:03:24.839Z;-44.756;-18.870;0.0;2.1;mR;"Felixlandia/MG";jroberto;M
